Season,RK,PLAYER,TEAM,GP,MPG,TS,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
2015,22,Nikola Vucevic,ORL,74,34.2,0.548,9.2,9.3,23.8,10.4,26,18.1,21.62,416,13.9
2015,23,Rudy Gobert,UTAH,82,26.3,0.627,14.2,14.5,13.4,14.3,27.2,20.7,21.6,354.2,11.8
2015,24,Carmelo Anthony,NY,40,35.7,0.531,10.9,7.9,29.9,5.7,16,10.7,21.58,236.1,7.9
2015,25,Kyrie Irving,CLE,75,36.4,0.583,19.7,9.4,25.5,2.3,7.5,5,21.57,430.8,14.4
2015,26,George Hill,IND,43,29.5,0.579,24.8,7.8,23.6,2.2,13.3,7.8,21.52,199,6.6
2015,27,Andre Drummond,DET,82,30.5,0.504,4.2,9.3,20.4,18.3,30.1,24,21.5,406.9,13.6
2015,28,Dwyane Wade,MIA,62,31.8,0.534,17,11.9,32.6,3.6,9.6,6.7,21.44,321.8,10.7
2015,29,Al Horford,ATL,76,30.5,0.563,17.8,7.3,20.9,6.7,19.8,13.4,21.43,374.8,12.5
2015,30,Jimmy Butler,CHI,65,38.7,0.583,14.9,6.5,20.6,5.1,11.2,8.2,21.32,405.8,13.5
2015,31,Greg Monroe,DET,69,31,0.549,11,11.5,22.7,11.2,25.1,17.9,21.26,311.4,10.4
2015,32,DeAndre Jordan,LAC,82,34.4,0.638,6.7,12,12.3,16.2,32.4,24.5,21.05,440,14.7
2015,33,Klay Thompson,GS,77,31.9,0.591,12.5,8.4,25.5,1.2,9.4,5.4,20.86,379.5,12.6
2015,34,Damian Lillard,POR,82,35.7,0.56,22.4,9.8,26.3,1.8,11.8,6.9,20.79,427.6,14.3
2015,35,Jeff Teague,ATL,73,30.5,0.566,29.4,11.7,25.2,1.6,7.7,4.7,20.64,320.5,10.7
2015,36,Isaiah Thomas,BOS,67,25.8,0.58,20.6,10.4,31.3,2.1,7.7,4.9,20.63,248.1,8.3
2015,36,Isaiah Thomas,PHX,67,25.8,0.58,20.6,10.4,31.3,2.1,7.7,4.9,20.63,248.1,8.3
2015,37,Jonas Valanciunas,TOR,80,26.2,0.623,4.2,11.8,17.3,11.8,26.3,19.1,20.6,312.9,10.4
2015,38,Jeremy Evans,UTAH,38,7,0.636,14.6,5.6,12.5,11.4,19.4,15.4,20.58,40,1.3
2015,39,Brandan Wright,BOS,75,19.3,0.66,8.4,7,13.9,0,0,0,20.44,193.3,6.4
2015,39,Brandan Wright,DAL,75,19.3,0.66,8.4,7,13.9,0,0,0,20.44,193.3,6.4
2015,39,Brandan Wright,PHX,75,19.3,0.66,8.4,7,13.9,0,0,0,20.44,193.3,6.4
2015,40,Amar'e Stoudemire,DAL,59,21.1,0.595,6.5,11.2,23.2,9.8,20.4,15,20.4,182.2,6.1
2015,40,Amar'e Stoudemire,NY,59,21.1,0.595,6.5,11.2,23.2,9.8,20.4,15,20.4,182.2,6.1
2015,41,Enes Kanter,OKC,75,28.5,0.564,4.5,11.8,22.2,14.7,20.5,17.6,20.36,310.9,10.4
2015,41,Enes Kanter,UTAH,75,28.5,0.564,4.5,11.8,22.2,14.7,20.5,17.6,20.36,310.9,10.4
2015,42,Gordon Hayward,UTAH,76,34.4,0.567,17.3,11.4,25.4,2.4,14,8.2,20.24,380.6,12.7
2015,43,Tyson Chandler,DAL,75,30.5,0.697,11.3,14.1,11.9,14.1,27.4,20.7,20.12,324.7,10.8
2015,44,Paul Millsap,ATL,73,32.7,0.565,15.2,11.3,22.1,6.9,20,13.6,20.1,306.8,10.2
2015,45,Shayne Whittington,IND,20,5.4,0.547,9.5,7.9,22.1,10.3,19.3,14.8,20.01,13.7,0.5
2015,,Alexis Ajinca,NO,68,14.1,0.595,9.6,14.1,19.6,12.4,25,18.7,20.01,134.4,4.5
2015,47,Ed Davis,LAL,79,23.3,0.594,13.3,8.2,13.9,13.3,23.1,18,20,233.5,7.8
2015,48,Shabazz Muhammad,MIN,38,22.8,0.556,8.2,6.5,23.4,8.1,12.4,10.2,19.99,122.6,4.1
2015,49,John Wall,WSH,79,35.9,0.523,32.7,12.6,26.8,1.5,12.8,7.3,19.92,377.8,12.6
2015,50,Lou Williams,TOR,80,25.2,0.564,12,7.4,25.2,1.4,7.3,4.3,19.9,282.9,9.4
2015,51,Chris Bosh,MIA,44,35.4,0.548,9.2,9.2,25.9,3.6,20,12,19.87,215.2,7.2
2015,52,Rudy Gay,SAC,68,35.4,0.555,14.5,10.6,25.4,4.8,13.7,9.4,19.76,332.7,11.1
2015,53,Al Jefferson,CHA,65,30.6,0.5,8.9,5.4,24.1,5.3,25.5,15.1,19.75,272.1,9.1
2015,54,Brandon Jennings,DET,41,28.6,0.522,28.1,9.3,27.1,1.9,8,4.8,19.74,153.1,5.1
2015,55,Marreese Speights,GS,76,15.9,0.546,8.2,9.3,26.3,10.1,18.7,14.5,19.58,161.8,5.4
2015,56,Zach Randolph,MEM,71,32.5,0.538,11.2,11.4,22.5,11.2,25.8,18.5,19.54,276.4,9.2
2015,57,Alexey Shved,HOU,42,18.3,0.541,19.1,8.6,22.9,0,0,0,19.51,97.5,3.2
2015,57,Alexey Shved,NY,42,18.3,0.541,19.1,8.6,22.9,0,0,0,19.51,97.5,3.2
2015,57,Alexey Shved,PHI,42,18.3,0.541,19.1,8.6,22.9,0,0,0,19.51,97.5,3.2
2015,58,Kyle Lowry,TOR,70,34.5,0.527,25.9,9.5,25.3,2.6,13.1,7.8,19.33,300.2,10
2015,59,Dwight Howard,HOU,41,29.8,0.596,7.1,16.3,21.4,10,28.9,19.5,19.31,159,5.3
2015,60,Dirk Nowitzki,DAL,77,29.6,0.56,10.1,5.8,22.9,2.1,19.9,11,19.26,264.2,8.8
2015,61,Tyler Zeller,BOS,82,21.1,0.594,12.7,8.5,18.4,9.1,20.5,14.7,19.01,217.2,7.2
2015,62,Tiago Splitter,SA,52,19.8,0.601,15.8,12.2,17.2,10.2,17.4,13.9,18.98,128.8,4.3
2015,63,Kevin Love,CLE,75,33.8,0.562,12.1,8.8,20.4,6.5,26.3,16.6,18.89,279.4,9.3
2015,64,Jrue Holiday,NO,40,32.6,0.522,29.4,9.8,23.7,2.8,9,5.9,18.82,152,5.1
2015,65,Jarnell Stokes,MEM,19,6.6,0.578,6.6,11.6,18.7,14.6,16.3,15.4,18.66,13.5,0.4
2015,66,Mike Conley,MEM,70,31.8,0.558,24.6,10.2,23.4,1.5,9.2,5.4,18.61,252.6,8.4
2015,67,Ty Lawson,DEN,75,35.5,0.526,36.2,9.3,22.1,1.6,8.1,4.7,18.5,298.5,9.9
2015,68,Eric Bledsoe,PHX,81,34.6,0.555,24.6,13.7,23.4,2.8,13.9,8.3,18.47,312.3,10.4
2015,69,Kenneth Faried,DEN,75,27.8,0.548,8.3,11,18.9,12.1,22.9,17.3,18.46,216.7,7.2
2015,70,Terrence Jones,HOU,33,26.9,0.567,8.7,9,17,9.7,17.6,13.7,18.31,90.4,3
2015,71,Marcin Gortat,WSH,82,29.9,0.587,9.2,9.5,16.1,8.5,24.1,16.5,18.28,281.1,9.4
2015,72,Cole Aldrich,NY,61,16,0.513,16.2,12.7,17.4,11.6,28.9,20,18.16,110.1,3.7
2015,73,John Henson,MIL,67,18.3,0.578,10.7,15.8,16.7,11.7,17.4,14.5,18.08,137,4.6
2015,,Mike Muscala,ATL,40,12.6,0.608,12,10.1,15.3,12.2,14.8,13.5,18.08,49.3,1.6
2015,75,Mason Plumlee,BKN,82,21.3,0.57,9.2,13.1,17.7,11.3,21.6,16.5,18.04,193.6,6.5
2015,76,Jared Sullinger,BOS,58,27,0.503,13.7,8,22.2,10.1,20.9,15.4,17.93,150.3,5
2015,,Nikola Mirotic,CHI,82,20.2,0.556,10.4,9.5,21.3,4.3,21.8,13.3,17.93,158.7,5.3
2015,,James Johnson,TOR,70,19.6,0.617,15.3,12.7,16.5,5.1,16.5,10.8,17.93,131.4,4.4
2015,79,David Lee,GS,49,18.4,0.541,17.3,9.9,18.5,10,20.3,15.3,17.9,86.4,2.9
2015,80,James Michael McAdoo,GS,15,9.1,0.564,3.2,9.5,17.2,12.2,16.8,14.6,17.79,14.9,0.5
2015,81,Tyreke Evans,NO,79,34.1,0.508,25.3,11.9,26.2,3.5,14.1,8.8,17.77,292,9.7
2015,82,Anderson Varejao,CLE,26,24.5,0.58,12.1,12.1,17,10.4,20.1,15.3,17.74,67.7,2.3
2015,83,Kobe Bryant,LAL,35,34.5,0.477,17.2,11.2,33.6,2.3,16.5,9.1,17.69,129.5,4.3
2015,84,Jeff Withey,NO,37,7,0.57,10.1,11,16.1,10.1,17.9,14,17.67,27.3,0.9
2015,85,Kemba Walker,CHA,62,34.2,0.486,20.9,6.6,25,1.8,9.9,5.7,17.66,210.7,7
2015,86,Darren Collison,SAC,45,34.8,0.575,25.3,11.3,20.8,1.4,8.7,5.2,17.53,152.5,5.1
2015,87,Charlie Villanueva,DAL,64,10.6,0.534,4.5,6.6,24,4.8,19.3,12.1,17.5,60.7,2
2015,88,Goran Dragic,MIA,78,33.8,0.577,21.5,10.6,21.6,3.5,8.3,5.9,17.47,274.4,9.1
2015,88,Goran Dragic,PHX,78,33.8,0.577,21.5,10.6,21.6,3.5,8.3,5.9,17.47,274.4,9.1
2015,89,DeMar DeRozan,TOR,60,35,0.51,13.7,9,26.7,2.3,12.9,7.6,17.46,218.2,7.3
2015,90,Chris Kaman,POR,74,18.9,0.537,8.5,14.1,20.7,11.7,25.2,18.5,17.38,141.4,4.7
2015,91,Gorgui Dieng,MIN,73,30,0.573,16.4,14.1,14.4,11.3,20.8,15.9,17.26,218.1,7.3
2015,92,Reggie Jackson,DET,77,29.5,0.511,26.6,10.7,29.9,2.6,12.9,7.8,17.24,211.2,7
2015,92,Reggie Jackson,OKC,77,29.5,0.511,26.6,10.7,29.9,2.6,12.9,7.8,17.24,211.2,7
2015,93,Brandon Knight,MIL,63,32.3,0.543,21.9,12.6,25.8,1.6,12,6.8,17.17,187.3,6.2
2015,93,Brandon Knight,PHX,63,32.3,0.543,21.9,12.6,25.8,1.6,12,6.8,17.17,187.3,6.2
2015,94,Jordan Clarkson,LAL,59,25,0.528,21.3,9.9,22.5,4,10.5,7.1,16.94,130.9,4.4
2015,95,Ersan Ilyasova,MIL,58,22.7,0.554,7.9,6.4,20.2,7,17,12,16.9,106.3,3.5
2015,96,Luis Scola,IND,81,20.5,0.515,11.2,10,21.2,9.3,25.6,17.5,16.84,132.2,4.4
2015,97,Jerome Adolphus Jordan,BKN,44,8.7,0.609,8.8,14.8,14.8,15.3,15.5,15.4,16.82,35.5,1.2
2015,98,Danilo Gallinari,DEN,59,24.2,0.563,10.5,7.2,20.2,2.3,14.7,8.3,16.81,134.2,4.5
2015,99,Tobias Harris,ORL,68,34.8,0.551,9.6,8.9,20.6,3.4,17.3,10.3,16.76,221.3,7.4
2015,100,Kevin Martin,MIN,39,33.4,0.549,10.2,8.7,24.9,1.6,11.1,6.2,16.73,121,4
2015,101,Andrea Bargnani,NY,29,27.1,0.527,9.3,8.5,24.4,4.6,14.4,9.3,16.71,71.6,2.4
2015,,Jamal Crawford,LAC,64,26.6,0.532,13.2,7.7,25.5,1.2,6.9,4.1,16.71,157.8,5.3
2015,103,Nikola Pekovic,MIN,31,26.3,0.502,6,9.3,21.2,12.1,21,16.4,16.69,74,2.5
2015,104,Mitch McGary,OKC,32,15.2,0.55,6.2,13.6,17.6,11.9,24.4,18.2,16.64,37.2,1.2
2015,105,Serge Ibaka,OKC,64,33.1,0.55,5.6,9.8,17.6,7,18.1,12.6,16.6,160.9,5.4
2015,106,Timofey Mozgov,CLE,81,25.3,0.594,6.6,13.9,16.7,11,21.4,16.1,16.59,182.9,6.1
2015,106,Timofey Mozgov,DEN,81,25.3,0.594,6.6,13.9,16.7,11,21.4,16.1,16.59,182.9,6.1
2015,,Monta Ellis,DAL,80,33.7,0.509,16.3,9.8,26.3,1.4,6.4,3.9,16.59,245.1,8.2
2015,108,Danny Green,SA,81,28.5,0.596,15.1,8.9,16.3,2.7,13.9,8.4,16.55,208.9,7
2015,109,Carlos Boozer,LAL,71,23.8,0.517,9.5,9.2,22,7,25.2,15.7,16.5,126.2,4.2
2015,110,Draymond Green,GS,79,31.5,0.54,22.8,10.4,16.6,5.1,22.4,14,16.43,220.2,7.3
2015,111,Brandon Bass,BOS,82,23.5,0.557,10.8,8.6,18.2,7.8,14.9,11.3,16.39,140.8,4.7
2015,112,Chandler Parsons,DAL,66,33.1,0.567,13.8,8.2,19.2,3.2,13,8.1,16.37,191.4,6.4
2015,113,Robin Lopez,POR,59,27.8,0.574,8.9,11.8,14.2,12.7,13.1,12.9,16.26,138.4,4.6
2015,114,JJ Redick,LAC,78,30.9,0.622,10.9,7.5,19.3,1.1,6.6,3.9,16.23,205.9,6.9
2015,115,Jordan Hill,LAL,70,26.8,0.494,9.7,10,21.2,9.9,23.4,16.4,16.21,156.8,5.2
2015,,Festus Ezeli,GS,46,11,0.58,4.2,14.9,15.8,13.3,19.7,16.6,16.21,42.2,1.4
2015,117,Manu Ginobili,SA,70,22.7,0.544,26,13.7,23.5,2,12.8,7.5,16.2,135.1,4.5
2015,118,Wesley Matthews,POR,60,33.7,0.586,13.4,7.8,18.6,2.1,9.5,5.9,16.15,170.5,5.7
2015,119,Chris Andersen,MIA,60,18.9,0.622,12.6,11.8,11.4,8.2,23.2,15.9,16.12,78.1,2.6
2015,120,Taj Gibson,CHI,62,27.3,0.545,9.7,10.5,16.4,10.7,14.6,12.7,16.1,116.2,3.9
2015,121,David West,IND,66,28.7,0.508,20.3,10.9,20.2,6.4,19.7,13.1,16.06,128.8,4.3
2015,122,Lester Hudson,LAC,5,11.2,0.571,21,12.6,14.5,2.1,13.8,8,16.02,4.6,0.2
2015,123,Bernard James,DAL,16,9.9,0.593,8.5,12.7,11.1,12.5,14.6,13.5,16,12.7,0.4
2015,124,Victor Oladipo,ORL,72,35.7,0.527,17.1,11.8,23.9,2.2,11.2,6.6,15.98,210.6,7
2015,125,Aron Baynes,SA,70,16,0.618,7.4,13.7,16.1,11.2,20.7,16.1,15.97,89.9,3
2015,126,DeMarre Carroll,ATL,70,31.3,0.603,12.7,8.1,15.5,5.3,13.8,9.7,15.94,177.9,5.9
2015,,Derrick Rose,CHI,51,30,0.493,18.9,12.1,30.7,2.6,8.7,5.7,15.94,112.9,3.8
2015,,John Jenkins,ATL,24,12.4,0.629,10.1,6.2,16.1,0.8,13.8,7.5,15.94,24.1,0.8
2015,,Tony Parker,SA,68,28.7,0.539,24.2,10.5,23.9,0.9,6.5,3.7,15.94,143.9,4.8
2015,130,Kelly Olynyk,BOS,64,22.3,0.558,13.7,12.3,19.9,7,16.5,11.7,15.93,113.2,3.8
2015,131,Andrew Bogut,GS,67,23.6,0.565,27.3,16.1,13,9.9,26.5,18.5,15.82,123.2,4.1
2015,132,Markieff Morris,PHX,82,31.5,0.523,12.3,10.9,21.7,4.6,17,10.7,15.81,166,5.5
2015,133,Thaddeus Young,MIN,76,32,0.507,12.9,8.7,20.2,5.8,13.5,9.6,15.74,190.2,6.3
2015,133,Thaddeus Young,BKN,76,32,0.507,12.9,8.7,20.2,5.8,13.5,9.6,15.74,190.2,6.3
2015,,Dennis Schroder,ATL,77,19.7,0.516,26.2,12.4,26.4,2.3,9.9,6.2,15.74,107.1,3.6
2015,135,Deron Williams,BKN,68,31.1,0.504,30.3,10.4,22.6,1.5,11,6.3,15.73,149.3,5
2015,136,Khris Middleton,MIL,79,30.1,0.563,14.8,9.2,18.7,2.3,14.3,8.4,15.7,184.4,6.1
2015,137,Ryan Anderson,NO,61,27.5,0.524,6,6.8,21.5,7.3,12.7,10,15.69,104.7,3.5
2015,138,Zaza Pachulia,MIL,73,23.7,0.506,19.6,14.6,18.3,13.1,19.9,16.5,15.68,131.2,4.4
2015,,Tristan Thompson,CLE,82,26.8,0.58,5.4,11.5,12.8,14.5,19.7,17.2,15.68,166.2,5.5
2015,140,Jeremy Lin,LAL,74,25.8,0.539,26.5,13,22,1.5,10.2,5.7,15.65,132.5,4.4
2015,141,Cory Joseph,SA,79,18.3,0.564,25.8,9.2,16.8,3.5,11.4,7.5,15.57,98.5,3.3
2015,142,Luol Deng,MIA,72,33.6,0.561,12.1,9.4,17.9,5.2,13.3,9.3,15.55,182.6,6.1
2015,143,Kris Humphries,WSH,64,21,0.512,9.5,7.7,16.8,10.1,24.4,17.4,15.5,80.2,2.7
2015,144,Omer Asik,NO,76,26.1,0.545,10.6,14,13.1,14,28.8,21.4,15.49,144.6,4.8
2015,,Beno Udrih,MEM,79,18.9,0.55,25.6,10.4,19.5,1.5,9.4,5.5,15.49,100,3.3
2015,146,Rodney Stuckey,IND,71,26.4,0.528,18.5,9.9,22.4,2.1,12.4,7.3,15.48,125.3,4.2
2015,,Mo Williams,MIN,68,29.1,0.512,27.6,11.2,23.4,1.2,8.9,4.9,15.48,132.3,4.4
2015,,Mo Williams,CHA,68,29.1,0.512,27.6,11.2,23.4,1.2,8.9,4.9,15.48,132.3,4.4
2015,148,Gerald Green,PHX,74,19.5,0.532,8.9,10.1,26.1,2.5,11.7,7,15.47,107.3,3.6
2015,,Roy Hibbert,IND,76,25.3,0.501,8.5,10.8,19.6,9,21.9,15.5,15.47,140,4.7
2015,150,C.J. Watson,IND,57,24.9,0.581,26,12.5,18.7,1.4,11.2,6.3,15.43,94,3.1
2015,151,Amir Johnson,TOR,75,26.4,0.603,14.6,13.7,14.8,9.3,17.3,13.3,15.43,116,3.9
2015,152,Joakim Noah,CHI,67,30.6,0.482,33.2,13.1,14.4,11.9,22.1,17.1,15.35,145.2,4.8
2015,153,Leandro Barbosa,GS,66,14.9,0.558,17.6,7.8,19.3,2.6,7.2,5,15.33,70.8,2.4
2015,154,Trevor Booker,UTAH,79,19.8,0.536,11.9,12.6,17.1,10.3,19,14.7,15.31,88.9,3
2015,155,Thomas Robinson,PHI,54,14.8,0.502,8.3,14.8,22,12.6,28.5,20.5,15.29,45.2,1.5
2015,155,Thomas Robinson,POR,54,14.8,0.502,8.3,14.8,22,12.6,28.5,20.5,15.29,45.2,1.5
2015,156,Kevin Garnett,MIN,47,20.3,0.496,17.2,10.3,14.8,5.7,31.1,18.4,15.27,53.6,1.8
2015,156,Kevin Garnett,BKN,47,20.3,0.496,17.2,10.3,14.8,5.7,31.1,18.4,15.27,53.6,1.8
2015,157,Larry Sanders,MIL,27,21.7,0.507,9.4,11.5,15.6,13.2,19.2,16.2,15.25,0,0
2015,158,Ricky Rubio,MIN,22,31.5,0.452,38,12.6,21.7,3,18.1,10.3,15.24,43.8,1.5
2015,159,Paul Pierce,WSH,73,26.2,0.58,14.6,9.3,18.6,2.7,14.3,8.7,15.23,135.1,4.5
2015,160,Bismack Biyombo,CHA,64,19.4,0.578,4.8,15.7,10.4,13.7,22.6,18,15.18,84.9,2.8
2015,161,Michael Kidd-Gilchrist,CHA,55,28.9,0.519,10.8,8.8,16.9,7.4,21.9,14.4,15.14,110,3.7
2015,,Mike Scott,ATL,68,16.5,0.543,12.5,6.5,19.6,4.7,15.2,10.1,15.14,61.1,2
2015,,J.J. Barea,DAL,77,17.7,0.502,28.9,7.7,21.3,1.8,9,5.4,15.14,84.2,2.8
2015,,Luigi Datome,BOS,21,10,0.587,8.4,8.4,17.7,1.5,13.8,7.6,15.14,14.5,0.5
2015,,Luigi Datome,DET,21,10,0.587,8.4,8.4,17.7,1.5,13.8,7.6,15.14,14.5,0.5
2015,165,Marcus Thornton,BOS,48,15,0.514,8.3,6.2,22.1,3.4,9.7,6.5,15.06,49.1,1.6
2015,165,Marcus Thornton,PHX,48,15,0.514,8.3,6.2,22.1,3.4,9.7,6.5,15.06,49.1,1.6
2015,166,Nerlens Noel,PHI,75,30.8,0.493,12.4,14.2,16,8.3,21,14.3,15.03,152.8,5.1
2015,167,Jonas Jerebko,BOS,75,16.4,0.549,13.6,8.4,16.5,8,17.2,12.5,14.99,64.1,2.1
2015,167,Jonas Jerebko,DET,75,16.4,0.549,13.6,8.4,16.5,8,17.2,12.5,14.99,64.1,2.1
2015,168,Tony Wroten,PHI,30,29.8,0.494,20,14.4,29.7,2.5,8.1,5.2,14.96,59.6,2
2015,,Jeremy Lamb,OKC,47,13.5,0.538,12.7,7.8,19.5,1.4,16.5,9.1,14.96,42.1,1.4
2015,170,Jannero Pargo,CHA,9,8.1,0.571,17.1,6.4,23,0,4.6,2.3,14.94,0,0
2015,171,JaMychal Green,SA,24,6.8,0.603,5.8,20.2,14.5,13.3,18,15.7,14.93,8.4,0.3
2015,171,JaMychal Green,MEM,24,6.8,0.603,5.8,20.2,14.5,13.3,18,15.7,14.93,8.4,0.3
2015,,Carl Landry,SAC,70,17,0.578,5,10.5,16.4,9.8,15.5,12.8,14.93,61,2
2015,173,Josh Smith,DET,83,27.7,0.467,17.5,13,25.1,7.2,18.3,12.6,14.92,151.6,5.1
2015,173,Josh Smith,HOU,83,27.7,0.467,17.5,13,25.1,7.2,18.3,12.6,14.92,151.6,5.1
2015,174,Lavoy Allen,IND,63,17,0.493,16.9,9.2,14.5,12.8,20.5,16.7,14.91,54.4,1.8
2015,175,Giannis Antetokounmpo,MIL,81,31.4,0.552,15.8,13.2,18.5,4.5,19.7,12.2,14.89,166.4,5.5
2015,176,Kyle O'Quinn,ORL,51,16.2,0.55,15.5,14.4,16.7,6.2,21.4,13.6,14.88,41.6,1.4
2015,,Anthony Morrow,OKC,74,24.4,0.604,8,5.1,15.4,2.4,9.1,5.8,14.88,118,3.9
2015,178,Devin Harris,DAL,76,22.2,0.559,25.8,9.3,17.8,0.8,8,4.4,14.86,97.2,3.2
2015,179,Meyers Leonard,POR,55,15.4,0.631,9.7,11.8,14.6,5.9,25.3,15.8,14.85,53.7,1.8
2015,180,Jusuf Nurkic,DEN,62,17.8,0.483,8.7,14.9,19.2,11.8,26.1,18.7,14.84,69.8,2.3
2015,181,Kyle Korver,ATL,75,32.2,0.699,20.5,11.2,13.6,0.7,13.3,7.2,14.8,155.1,5.2
2015,182,Tarik Black,HOU,63,19,0.583,10.1,11.6,11.6,12.8,21.4,17,14.76,58.1,1.9
2015,182,Tarik Black,LAL,63,19,0.583,10.1,11.6,11.6,12.8,21.4,17,14.76,58.1,1.9
2015,183,Joel Anthony,DET,49,8.3,0.607,5.6,13.5,8.5,8.2,17,12.4,14.74,25.1,0.8
2015,184,Robert Covington,PHI,70,27.9,0.554,9.7,11.8,20.3,3.4,14.6,8.8,14.72,123.1,4.1
2015,185,Tony Allen,MEM,63,26.2,0.528,12.6,12.6,15.5,7.2,12.2,9.7,14.68,102.7,3.4
2015,186,Patrick Patterson,TOR,81,26.6,0.568,19.9,6.9,12.7,6.8,16.3,11.6,14.67,102,3.4
2015,,Justin Hamilton,MIA,41,17.4,0.551,13.8,10,11.4,9.2,12.7,11,14.67,43.2,1.4
2015,,Justin Hamilton,MIN,41,17.4,0.551,13.8,10,11.4,9.2,12.7,11,14.67,43.2,1.4
2015,188,Jarrett Jack,BKN,80,28,0.522,25.2,12.9,22.3,1,11.3,6.1,14.64,121.7,4.1
2015,189,Bryce Cotton,UTAH,15,10.6,0.52,14.4,11.5,24.5,2.2,10.8,6.5,14.6,8.5,0.3
2015,,Jabari Parker,MIL,25,29.5,0.527,11,12.3,19.1,7.8,13.5,10.7,14.6,45.1,1.5
2015,191,Henry Sims,PHI,73,19.2,0.521,10.7,13.4,19.3,8.9,19.4,13.9,14.52,81.9,2.7
2015,192,Aaron Brooks,CHI,82,23,0.534,19.9,12,24.4,1.9,7.5,4.8,14.49,98.1,3.3
2015,193,Jeff Green,BOS,78,31.5,0.534,10,8.1,21.9,2.9,12.1,7.5,14.48,145.8,4.9
2015,193,Jeff Green,MEM,78,31.5,0.534,10,8.1,21.9,2.9,12.1,7.5,14.48,145.8,4.9
2015,194,Al-Farouq Aminu,DAL,74,18.5,0.504,11.3,10.5,14,9.1,18.4,13.7,14.45,80.6,2.7
2015,,Omri Casspi,SAC,67,21.1,0.58,14.6,12.6,17.6,4.5,15.9,10.4,14.45,83.4,2.8
2015,196,Donatas Motiejunas,HOU,71,28.7,0.553,12.7,12,17.9,7.4,15.4,11.4,14.44,89.5,3
2015,,Jeff Ayres,SA,51,7.5,0.618,9.3,17.2,14.8,11.2,23.3,17.3,14.44,16.8,0.6
2015,198,JaVale McGee,DEN,23,11.1,0.567,2.6,15.7,17.4,7.3,18.9,12.9,14.42,0,0
2015,198,JaVale McGee,PHI,23,11.1,0.567,2.6,15.7,17.4,7.3,18.9,12.9,14.42,0,0
2015,199,JJ Hickson,DEN,73,19.3,0.504,8.1,13.7,18.3,11.1,24,17.3,14.39,60.8,2
2015,200,Nene ,WSH,67,25.3,0.534,13.1,13.2,20.3,5.7,17,11.5,14.33,71.6,2.4
2015,201,Nick Young,LAL,42,23.8,0.52,6.5,7,23.9,1.8,9.1,5.3,14.27,56.2,1.9
2015,202,Jeff Adrien,MIN,17,12.6,0.494,17.7,10.6,13.8,11.9,29.6,20.5,14.23,0,0
