season,team,pct,sum_poe
2016,LAL,0.207,1.02542372881356
2015,CHA,0.402,1.0220538229865
2018,WSH,0.524,1.11335807050093
2016,HOU,0.5,1.01887694145759
2014,BOS,0.305,1.0327129517881
2015,MIL,0.5,1.08207460343241
2015,CHI,0.61,1.17868405201431
2018,BKN,0.341,1.0500333000333
2016,TOR,0.683,1.05234159779614
2016,IND,0.549,1.0006823173202
2016,GS,0.89,1.22942338782109
2016,SA,0.817,1.17541899441341
2018,HOU,0.793,1.03614578633378
2017,DET,0.451,1.01642205119026
2015,WSH,0.561,1.27115970209487
2014,MEM,0.61,1.14775769745649
2016,ORL,0.427,1.03393482359278
2014,MIL,0.183,1.01507161569081
2016,UTAH,0.488,0.990683229813665
2015,PHI,0.22,1.02102659245516
2016,DEN,0.402,1.02058371735791
2015,NO,0.549,1.18442341971754
2018,LAC,0.512,1.4834008097166
2016,CLE,0.695,1.11995098039216
2017,DAL,0.402,0.988942961425606
2016,OKC,0.671,1.14243542435424
2018,PHX,0.256,1.0139933166249
2017,SAC,0.39,1.10420624151967
2014,NO,0.415,1.12534141504845
2017,UTAH,0.622,1.46305595408895
2015,MEM,0.671,1.09216519890677
2018,POR,0.598,1.03928571428571
2016,MIL,0.402,1.10751993104934
2014,CHA,0.524,1.09191814799504
2016,ATL,0.585,1.20156402737048
2018,TOR,0.72,1.13532586965214
2015,SA,0.671,1.16296050448058
2018,IND,0.585,1.13451794510908
2017,WSH,0.598,1.12278338945006
2014,GS,0.622,1.05631141345427
2018,ATL,0.293,1.01681061825989
2017,MEM,0.524,1.11395424043981
2015,GS,0.817,1.17501967275391
2015,DEN,0.366,1.12330765639589
2014,CHI,0.585,1.2247370949661
2014,DEN,0.439,1.09971807455362
2016,PHX,0.28,1.05754447616956
2014,MIA,0.659,1.15653656900022
2018,ORL,0.305,1.01986394557823
2017,TOR,0.622,1.09497911861871
2018,SAC,0.329,1.14102143482065
2018,PHI,0.634,1.14435739852772
2018,NY,0.354,1.01205265322912
2014,MIN,0.488,1.1912293144208
2016,MIN,0.354,1.11141833077317
2014,POR,0.659,1.12216968741791
2015,MIN,0.195,1.21766011414077
2015,HOU,0.683,1.01802600472813
2015,IND,0.463,1.0560071371927
2015,BOS,0.488,1.0410345493148
2017,CHA,0.439,1.07413477296828
2015,ATL,0.732,1.11874869219502
2018,MEM,0.268,0.983991596638655
2018,CLE,0.61,1.1139997400234
2016,LAC,0.646,1.64254385964912
2015,TOR,0.598,1.19601889338731
2018,DET,0.476,1.3613960749331
2017,GS,0.817,1.05961103089292
2014,DET,0.354,1.02745369992657
2016,POR,0.537,1.02583736150918
2015,SAC,0.354,0.989013340943141
2014,PHX,0.585,1.1759899434318
2017,DEN,0.488,1.0328131252501
2015,DET,0.39,1.22432524189442
2016,PHI,0.122,0.98731165741475
2015,MIA,0.451,1.04977851605759
2017,NO,0.415,1.05111111111111
2017,HOU,0.671,1.07164833115793
2017,NY,0.378,1.03860569715142
2016,CHA,0.585,1.07455242966752
2017,BOS,0.646,1.07161950632149
2014,PHI,0.232,1.05198389879241
