season,team,pct,sum_poe
2017,PHI,0.341,3.6374091043812
2018,NO,0.585,3.97772730675572
2018,UTAH,0.585,4.17062715446083
2018,MIL,0.537,4.03528727683602
2014,DAL,0.598,4.16139792589385
2015,POR,0.622,4.11338437101835
2016,MIA,0.585,3.89629261703828
2018,MIN,0.573,4.14937245036852
2015,LAL,0.256,4.1971369206875
2014,OKC,0.72,3.76596978694941
2014,UTAH,0.305,3.80006704483538
2014,CLE,0.402,4.08559989356384
2015,PHX,0.476,3.82832838506893
2017,LAL,0.317,3.76446409535998
2016,DET,0.537,3.6710090393013
2015,NY,0.207,3.7258190231143
2014,SAC,0.341,3.63128347880119
2018,DEN,0.561,4.14964145455817
