season,team,pct,sum_poe
2017,HOU,0.671,4.83626805045114
2017,NY,0.378,4.55994642881728
2016,CHA,0.585,4.45720316093139
2017,BOS,0.646,4.62694294726673
2014,PHI,0.232,4.12021373238285
2016,DAL,0.512,4.41867017870263
2017,ORL,0.354,4.46329568909621
2014,HOU,0.659,4.51255615270234
2018,MIA,0.537,5.14237155369051
2018,LAL,0.427,4.35629000591218
2016,NO,0.366,4.26208211618557
2016,WSH,0.5,4.52077805870488
2014,WSH,0.537,4.61524823945232
2017,SA,0.744,4.65978518338725
2015,DAL,0.61,4.94616025349771
2014,BKN,0.537,4.46654444644081
2018,SA,0.573,4.4492726845794
2015,OKC,0.549,4.65173269187308
2014,LAC,0.695,4.96195018582808
2015,ORL,0.305,4.61048676505703
2014,ATL,0.463,4.55668937662224
2017,CHI,0.5,4.94020762786486
2016,BOS,0.585,4.56036206760265
2015,UTAH,0.463,4.7892791407965
2018,CHI,0.329,4.40213748425635
2016,CHI,0.512,4.37628136547239
2014,SA,0.756,4.53649522048122
2017,POR,0.5,4.62602927089808
2015,BKN,0.463,4.35301048657118
2014,NY,0.451,4.7029018912496
2014,LAL,0.329,4.58232605185772
2015,LAC,0.683,5.18937073556308
2017,IND,0.512,4.48315316042627
2017,CLE,0.622,4.79765597940183
2017,MIA,0.5,4.37285342985147
2016,SAC,0.402,4.41741206566961
2016,NY,0.39,4.37712503772581
2017,MIN,0.378,4.52488617917931
2017,MIL,0.512,4.45236776164505
2015,CLE,0.646,4.95046026900761
2018,BOS,0.671,4.34125614650421
2017,PHX,0.293,4.89408731284769
2016,BKN,0.256,4.36784555896391
2017,ATL,0.524,4.59864724601904
2016,MEM,0.512,4.35534969476012
2017,OKC,0.573,4.48373922449711
2017,BKN,0.244,4.17974170798408
2018,GS,0.707,4.68033913530782
2014,IND,0.683,4.48027843052245
2018,DAL,0.293,4.53416417586893
2018,CHA,0.439,4.48648996207219
2018,OKC,0.585,4.59853423473718
2017,LAC,0.622,4.86270339041325
2014,TOR,0.585,4.48317430429014
2014,ORL,0.28,4.31330780174438
2017,PHI,0.341,4.2953038412233
2018,NO,0.585,4.5491558781843
2018,UTAH,0.585,4.62091955212165
2018,MIL,0.537,4.5570264072708
2014,DAL,0.598,4.86728027883503
2015,POR,0.622,4.59338437101836
2016,MIA,0.585,4.44701725471944
2018,MIN,0.573,4.72290186213323
2015,LAL,0.256,4.66627272315664
2014,OKC,0.72,4.55544347115993
2014,UTAH,0.305,4.55562260039094
2014,CLE,0.402,4.76059989356384
2015,PHX,0.476,4.35006751550371
2017,LAL,0.317,4.25884611783189
2016,DET,0.537,4.35282722111948
2015,NY,0.207,4.20498568978096
2014,SAC,0.341,4.13128347880119
2018,DEN,0.561,4.71214145455817
