season,team,pct,sum_poe
2016,LAL,0.207,0.5
2015,CHA,0.402,0.51063829787234
2018,WSH,0.524,0.522448979591837
2016,HOU,0.5,0.52258064516129
2014,BOS,0.305,0.439306358381503
2015,MIL,0.5,0.557251908396947
2015,CHI,0.61,0.598802395209581
2018,BKN,0.341,0.587912087912088
2016,TOR,0.683,0.537190082644628
2016,IND,0.549,0.477366255144033
2016,GS,0.89,0.652631578947368
2016,SA,0.817,0.575418994413408
2018,HOU,0.793,0.54434250764526
2017,DET,0.451,0.493243243243243
2015,WSH,0.561,0.590747330960854
2014,MEM,0.61,0.578313253012048
2016,ORL,0.427,0.512658227848101
2014,MIL,0.183,0.503759398496241
2016,UTAH,0.488,0.5
2015,PHI,0.22,0.581632653061225
2016,DEN,0.402,0.523809523809524
2015,NO,0.549,0.564102564102564
2018,LAC,0.512,0.51417004048583
2016,CLE,0.695,0.606617647058823
2017,DAL,0.402,0.51123595505618
2016,OKC,0.671,0.6
2018,PHX,0.256,0.549707602339181
2017,SAC,0.39,0.581818181818182
2014,NO,0.415,0.622516556291391
2017,UTAH,0.622,0.926470588235294
2015,MEM,0.671,0.578651685393259
2018,POR,0.598,0.5
2016,MIL,0.402,0.519607843137255
2014,CHA,0.524,0.521186440677966
2016,ATL,0.585,0.575757575757576
2018,TOR,0.72,0.545081967213115
2015,SA,0.671,0.521739130434783
2018,IND,0.585,0.612068965517241
2017,WSH,0.598,0.58641975308642
2014,GS,0.622,0.481481481481482
2018,ATL,0.293,0.475308641975309
2017,MEM,0.524,0.543778801843318
2015,GS,0.817,0.591078066914498
2015,DEN,0.366,0.630252100840336
2014,CHI,0.585,0.713286713286713
2014,DEN,0.439,0.509554140127389
2016,PHX,0.28,0.586206896551724
2014,MIA,0.659,0.619771863117871
2018,ORL,0.305,0.517006802721088
2017,TOR,0.622,0.517110266159696
2018,SAC,0.329,0.534722222222222
2018,PHI,0.634,0.67420814479638
2018,NY,0.354,0.530769230769231
2014,MIN,0.488,0.568888888888889
2016,MIN,0.354,0.492063492063492
2014,POR,0.659,0.598765432098765
2015,MIN,0.195,0.493975903614458
2015,HOU,0.683,0.531914893617021
2015,IND,0.463,0.509615384615385
2015,BOS,0.488,0.471337579617834
2017,CHA,0.439,0.537549407114625
2015,ATL,0.732,0.550847457627119
2018,MEM,0.268,0.505
2018,CLE,0.61,0.624203821656051
2016,LAC,0.646,1.01754385964912
2015,TOR,0.598,0.551282051282051
2018,DET,0.476,0.76271186440678
2017,GS,0.817,0.502415458937198
2014,DET,0.354,0.485436893203883
2016,POR,0.537,0.510373443983403
2015,SAC,0.354,0.465648854961832
2014,PHX,0.585,0.594594594594595
