season,team,pct,sum_poe
2016,LAL,0.207,1.98418230334928
2015,CHA,0.402,2.09243254605983
2018,WSH,0.524,2.25809491260619
2016,HOU,0.5,2.3473893381518
2014,BOS,0.305,2.06187961845476
2015,MIL,0.5,2.26877854875704
2015,CHI,0.61,2.46333541255853
2018,BKN,0.341,2.10240025547884
2016,TOR,0.683,2.14261937557392
2016,IND,0.549,2.27329477238675
2016,GS,0.89,2.28974457857706
2016,SA,0.817,2.27169228633887
2018,HOU,0.793,1.97957856432681
2017,DET,0.451,2.22365999352754
2015,WSH,0.561,2.28680507367245
2014,MEM,0.61,2.23402689348179
2016,ORL,0.427,2.25183912174804
2014,MIL,0.183,2.19062461402862
2016,UTAH,0.488,2.40396923387046
2015,PHI,0.22,1.97482776204581
2016,DEN,0.402,1.98730780578743
2015,NO,0.549,2.53431454655477
2018,LAC,0.512,2.45854623541729
2016,CLE,0.695,2.75983822493056
2017,DAL,0.402,2.01958021632757
2016,OKC,0.671,2.13568012431831
2018,PHX,0.256,1.95538525801684
2017,SAC,0.39,2.24820093295962
2014,NO,0.415,2.28416670722706
2017,UTAH,0.622,2.54283645218942
2015,MEM,0.671,2.24911935586093
2018,POR,0.598,2.09979901779407
2016,MIL,0.402,2.32106757743281
2014,CHA,0.524,2.23214075820892
2016,ATL,0.585,2.25890020970666
2018,TOR,0.72,2.32991888725401
2015,SA,0.671,2.29947206599928
2018,IND,0.585,2.20083473900221
2017,WSH,0.598,2.51389500572648
2014,GS,0.622,2.12998616637431
2018,ATL,0.293,2.22795167845756
2017,MEM,0.524,2.36097500993249
2015,GS,0.817,2.27287270857182
2015,DEN,0.366,2.24739825351326
2014,CHI,0.585,2.29349770617154
2014,DEN,0.439,2.24865424476638
2016,PHX,0.28,2.06827174889683
2014,MIA,0.659,2.27693201862103
2018,ORL,0.305,2.11549236087878
2017,TOR,0.622,2.35949524765097
2018,SAC,0.329,2.14811846769956
2018,PHI,0.634,2.22315553648794
2018,NY,0.354,2.30854595504157
2014,MIN,0.488,2.18770335050469
2016,MIN,0.354,2.25404823533308
2014,POR,0.659,2.52521491804935
2015,MIN,0.195,2.26431826654605
2015,HOU,0.683,2.13963338285725
2015,IND,0.463,2.17235421293575
2015,BOS,0.488,2.1967479264613
2017,CHA,0.439,2.22972352079004
2015,ATL,0.732,2.34724331585093
2018,MEM,0.268,2.0505573179129
2018,CLE,0.61,2.18892703223218
2016,LAC,0.646,2.60659614723082
2015,TOR,0.598,2.37557344794187
2018,DET,0.476,2.34966468334733
2017,GS,0.817,2.29259484492424
2014,DET,0.354,2.70719060860353
2016,POR,0.537,2.01162760720041
2015,SAC,0.354,2.13803080819205
2014,PHX,0.585,2.12889514220856
2017,DEN,0.488,2.3640631252501
2015,DET,0.39,2.32064054040188
2016,PHI,0.122,2.01519456465195
2015,MIA,0.451,2.06658290188311
2017,NO,0.415,2.1889898989899
2017,HOU,0.671,2.0367646102277
2017,NY,0.378,2.08795634650207
2016,CHA,0.585,2.14233136605959
2017,BOS,0.646,2.23118508693971
2014,PHI,0.232,2.04448338364714
2016,DAL,0.512,2.03110143985693
2017,ORL,0.354,2.2552979531713
2014,HOU,0.659,2.41878742143361
2018,MIA,0.537,2.0460343122819
2018,LAL,0.427,2.16533036256397
2016,NO,0.366,2.12466680453246
2016,WSH,0.5,2.4282355824829
2014,WSH,0.537,2.25100995780974
2017,SA,0.744,2.1626514791739
2015,DAL,0.61,2.6484807108463
2014,BKN,0.537,2.20669048389142
2018,SA,0.573,2.41072542969957
2015,OKC,0.549,2.361266963986
2014,LAC,0.695,2.82163678060975
2015,ORL,0.305,2.24824693770093
2014,ATL,0.463,2.23747718784483
2017,CHI,0.5,2.36860929156065
2016,BOS,0.585,2.10985263615228
2015,UTAH,0.463,2.56300974350426
2018,CHI,0.329,2.0753875509911
2016,CHI,0.512,2.43237048104305
2014,SA,0.756,2.33721900959105
2017,POR,0.5,2.16316967869856
2015,BKN,0.463,2.22655832289056
2014,NY,0.451,2.08928671176117
2014,LAL,0.329,2.0348846407383
2015,LAC,0.683,3.20495739259729
2017,IND,0.512,2.30882912687538
2017,CLE,0.622,2.85049307940874
2017,MIA,0.5,2.32808836777643
2016,SAC,0.402,2.23584606308415
2016,NY,0.39,2.23512298864412
2017,MIN,0.378,2.42067161265131
2017,MIL,0.512,2.28071167041755
2015,CLE,0.646,2.54466921841016
2018,BOS,0.671,2.16340482831418
2017,PHX,0.293,2.07009305090777
2016,BKN,0.256,2.14970885555339
2017,ATL,0.524,2.41591744806031
2016,MEM,0.512,2.19367120334862
2017,OKC,0.573,2.38266732046541
2017,BKN,0.244,2.14097416921654
2018,GS,0.707,2.28938794873634
2014,IND,0.683,2.22437873647843
2018,DAL,0.293,2.00722501333655
2018,CHA,0.439,2.27733651232565
2018,OKC,0.585,2.48612236783463
2017,LAC,0.622,2.59467673621639
2014,TOR,0.585,2.40978096446451
2014,ORL,0.28,2.10054086000895
2017,PHI,0.341,2.06356837606838
2018,NO,0.585,2.27112043262805
2018,UTAH,0.585,2.33514687290569
2018,MIL,0.537,2.19734968170664
2014,DAL,0.598,2.25228672550101
2015,POR,0.622,2.14683559412475
2016,MIA,0.585,2.20855523895451
2018,MIN,0.573,2.43752117835286
2015,LAL,0.256,2.59002282959172
2014,OKC,0.72,2.24226894425278
