Season,TEAM,win,loss,pct,home,away,div,conf,ppg,opp_ppg,diff,RK,PLAYER,GP,MPG,TS,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
2015,ATL,60,22,0.732,35-6,25-16,12-4,38-14,102.5,97.1,5.4,211,Shelvin Mack,55,15.1,0.489,30.4,9.6,19.5,1.1,9.5,5.4,13.23,27.8,0.9
2015,ATL,60,22,0.732,35-6,25-16,12-4,38-14,102.5,97.1,5.4,328,Kent Bazemore,75,17.7,0.52,14.8,13.9,14.3,1.9,16.8,9.6,9.7,-15.8,-0.5
2015,ATL,60,22,0.732,35-6,25-16,12-4,38-14,102.5,97.1,5.4,332,Pero Antic,63,16.5,0.508,10.9,10.9,16,6.6,14,10.4,9.57,-29.9,-1
2015,ATL,60,22,0.732,35-6,25-16,12-4,38-14,102.5,97.1,5.4,358,Adreian Payne,32,23.1,0.443,9.5,14,16.6,7.2,18.2,12.5,7.75,-41.4,-1.4
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,5,James Harden,81,36.8,0.605,20.8,11.8,30.5,2.8,14.2,8.5,26.76,723.4,24.1
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,51,Alexey Shved,42,18.3,0.541,19.1,8.6,22.9,0,0,0,19.51,97.5,3.2
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,53,Dwight Howard,41,29.8,0.596,7.1,16.3,21.4,10,28.9,19.5,19.31,159,5.3
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,63,Terrence Jones,33,26.9,0.567,8.7,9,17,9.7,17.6,13.7,18.31,90.4,3
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,156,Josh Smith,83,27.7,0.467,17.5,13,25.1,7.2,18.3,12.6,14.92,151.6,5.1
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,165,Tarik Black,63,19,0.583,10.1,11.6,11.6,12.8,21.4,17,14.76,58.1,1.9
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,177,Donatas Motiejunas,71,28.7,0.553,12.7,12,17.9,7.4,15.4,11.4,14.44,89.5,3
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,190,Corey Brewer,80,26.1,0.507,14.3,10.8,20.9,4.2,11.7,7.9,13.98,108.5,3.6
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,,Trevor Ariza,82,35.7,0.539,15.8,10.7,15.7,2.9,14.4,8.6,12.74,97.9,3.3
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,231,Isaiah Canaan,47,20,0.534,17.4,11,18.2,2,8.3,5.1,12.44,20.1,0.7
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,,Pablo Prigioni,67,17.9,0.557,35.7,12.9,10.7,2.8,8.6,5.7,12.26,22.5,0.7
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,266,Jason Terry,77,21.3,0.579,21.4,10.8,14,1,7.1,4.1,11.48,24,0.8
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,271,Patrick Beverley,56,30.8,0.509,23,10,15.9,4.3,10.8,7.6,11.37,9.4,0.3
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,,Joey Dorsey,69,12.4,0.507,10.1,16.6,10.5,13.3,22.7,18,11.1,6.3,0.2
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,,KJ McDaniels,62,21.8,0.494,10.8,15.7,20.6,5,11.4,8,10.66,3.2,0.1
2015,HOU,56,26,0.683,30-11,26-15,8-8,33-19,103.9,100.5,3.4,357,Kostas Papanikolaou,43,18.5,0.444,24.6,15.9,14.1,5.4,10.9,8.2,7.78,-32.3,-1.1
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,7,Chris Paul,82,34.8,0.596,35.8,8.1,24.8,2.1,12.5,7.4,26.04,641.3,21.4
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,10,Blake Griffin,67,35.2,0.551,19.3,8.3,27,6.1,17.9,12.1,22.86,399.5,13.3
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,28,DeAndre Jordan,82,34.4,0.638,6.7,12,12.3,16.2,32.4,24.5,21.05,440,14.7
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,,Jamal Crawford,64,26.6,0.532,13.2,7.7,25.5,1.2,6.9,4.1,16.71,157.8,5.3
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,103,JJ Redick,78,30.9,0.622,10.9,7.5,19.3,1.1,6.6,3.9,16.23,205.9,6.9
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,275,Matt Barnes,76,29.9,0.574,13.2,10,13.8,2.6,12.2,7.5,11.29,26.9,0.9
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,299,Glen Davis,74,12.2,0.495,10.4,10.4,15.3,5.5,15.4,10.5,10.88,-8.3,-0.3
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,308,Nate Robinson,42,14.1,0.432,24.1,7.5,22.6,3.1,6.2,4.6,10.6,0,0
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,312,Hedo Turkoglu,62,11.4,0.602,14.3,11.2,13.2,0.8,14.7,7.9,10.54,0.4,0
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,316,Austin Rivers,76,20.6,0.481,20.1,8.4,16.6,2,8.9,5.5,10.36,-3.4,-0.1
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,324,Jordan Farmar,36,14.7,0.513,25.6,12.2,16.3,1.7,7.1,4.5,9.96,0,0
2015,LAC,56,26,0.683,30-11,26-15,12-4,37-15,106.7,100.1,6.6,327,Spencer Hawes,73,17.5,0.478,14.8,10.3,16.7,2.7,19.7,11.4,9.83,-31.9,-1.1
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,17,Marc Gasol,81,33.2,0.558,17.6,10.1,23.5,4.9,21.8,13.4,21.73,446.4,14.9
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,50,Zach Randolph,71,32.5,0.538,11.2,11.4,22.5,11.2,25.8,18.5,19.54,276.4,9.2
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,59,Mike Conley,70,31.8,0.558,24.6,10.2,23.4,1.5,9.2,5.4,18.61,252.6,8.4
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,,Beno Udrih,79,18.9,0.55,25.6,10.4,19.5,1.5,9.4,5.5,15.49,100,3.3
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,167,Tony Allen,63,26.2,0.528,12.6,12.6,15.5,7.2,12.2,9.7,14.68,102.7,3.4
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,174,Jeff Green,78,31.5,0.534,10,8.1,21.9,2.9,12.1,7.5,14.48,145.8,4.9
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,181,Kosta Koufos,81,16.6,0.53,7.4,13.8,14.5,10.3,25.8,18.1,14.21,72.6,2.4
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,235,Nick Calathes,58,14.4,0.455,30.8,12.9,18.4,2.6,11.8,7.2,12.33,22.9,0.8
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,246,Tayshaun Prince,58,24.1,0.504,16.6,6.3,14.2,0,0,0,12.01,31.4,1
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,248,Jon Leuer,63,13.1,0.478,12.1,9.2,17.3,7,21.7,14.3,11.97,5.8,0.2
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,264,Courtney Lee,77,30.6,0.555,16.3,8.4,14.4,1,7.6,4.3,11.51,35.5,1.2
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,325,Quincy Pondexter,75,23.9,0.55,14.8,8,13.3,3.4,9,6.2,9.94,-15,-0.5
2015,MEM,55,27,0.671,31-10,24-17,9-7,35-17,98.3,95.1,3.2,330,Vince Carter,66,16.5,0.445,14.3,7.8,18.8,2.8,11.1,7,9.66,-13.6,-0.5
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,14,Tim Duncan,77,28.9,0.56,17.5,9.9,21,8.8,26.7,17.9,22.69,371.9,12.4
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,15,Kawhi Leonard,64,31.8,0.567,13.5,8.1,21.4,4.8,20.6,12.9,22.09,351.8,11.7
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,56,Tiago Splitter,52,19.8,0.601,15.8,12.2,17.2,10.2,17.4,13.9,18.98,128.8,4.3
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,97,Danny Green,81,28.5,0.596,15.1,8.9,16.3,2.7,13.9,8.4,16.55,208.9,7
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,106,Manu Ginobili,70,22.7,0.544,26,13.7,23.5,2,12.8,7.5,16.2,135.1,4.5
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,112,Aron Baynes,70,16,0.618,7.4,13.7,16.1,11.2,20.7,16.1,15.97,89.9,3
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,,Tony Parker,68,28.7,0.539,24.2,10.5,23.9,0.9,6.5,3.7,15.94,143.9,4.8
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,127,Cory Joseph,79,18.3,0.564,25.8,9.2,16.8,3.5,11.4,7.5,15.57,98.5,3.3
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,,Patty Mills,51,15.7,0.496,18.3,7.4,20.9,3,7.5,5.3,13.1,25.1,0.8
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,222,Boris Diaw,81,24.5,0.526,22.6,12.2,17.7,4.5,15.2,10,12.74,63.5,2.1
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,229,Marco Belinelli,62,22.4,0.553,14.1,9.1,17.5,2.2,10.5,6.4,12.47,40.9,1.4
2015,SA,55,27,0.671,33-8,22-19,8-8,32-20,103.2,97,6.2,322,Matt Bonner,72,13,0.536,15.4,3.6,11.7,3.6,10.2,7,10.13,-6.5,-0.2
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,8,LeBron James,69,36.1,0.577,22.3,11.9,31.8,2.4,16.6,9.6,26.01,577.3,19.2
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,21,Kyrie Irving,75,36.4,0.583,19.7,9.4,25.5,2.3,7.5,5,21.57,430.8,14.4
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,57,Kevin Love,75,33.8,0.562,12.1,8.8,20.4,6.5,26.3,16.6,18.89,279.4,9.3
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,74,Anderson Varejao,26,24.5,0.58,12.1,12.1,17,10.4,20.1,15.3,17.74,67.7,2.3
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,95,Timofey Mozgov,81,25.3,0.594,6.6,13.9,16.7,11,21.4,16.1,16.59,182.9,6.1
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,,Tristan Thompson,82,26.8,0.58,5.4,11.5,12.8,14.5,19.7,17.2,15.68,166.2,5.5
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,197,JR Smith,70,29.7,0.538,18.1,9,16.9,1.7,10.4,6,13.63,97.2,3.2
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,253,Lou Amundson,53,17.7,0.442,16.5,14.6,10.7,11.3,22,16.5,11.79,4.1,0.1
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,,Iman Shumpert,62,24.9,0.497,18.6,12.5,14.8,4.1,12.6,8.3,11.48,22.6,0.8
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,285,James Jones,57,11.7,0.565,9.3,5,14.7,1.6,9,5.3,11.1,6,0.2
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,,Shawn Marion,57,19.3,0.489,13.9,9,12.3,6.8,14.2,10.5,11.03,8.7,0.3
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,,Dion Waiters,80,27.6,0.46,12.6,8.7,22.9,2.1,7.4,4.8,10.93,14.1,0.5
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,348,Matthew Dellavedova,67,20.6,0.493,34.7,10.4,13.3,3.1,7.3,5.2,8.56,-40,-1.3
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,361,Kendrick Perkins,68,16.9,0.467,12.5,23.2,16.6,8.7,21.2,15.1,7.03,-61.2,-2
2015,CLE,53,29,0.646,31-10,22-19,11-5,35-17,103.1,98.7,4.5,366,Mike Miller,52,13.5,0.471,24.9,12.4,8.9,0.7,14,7.4,4.64,-61.4,-2
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,11,LaMarcus Aldridge,71,35.4,0.528,6.8,6.7,27.6,7.7,22.9,15.5,22.85,425.4,14.2
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,30,Damian Lillard,82,35.7,0.56,22.4,9.8,26.3,1.8,11.8,6.9,20.79,427.6,14.3
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,81,Chris Kaman,74,18.9,0.537,8.5,14.1,20.7,11.7,25.2,18.5,17.38,141.4,4.7
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,102,Robin Lopez,59,27.8,0.574,8.9,11.8,14.2,12.7,13.1,12.9,16.26,138.4,4.6
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,107,Wesley Matthews,60,33.7,0.586,13.4,7.8,18.6,2.1,9.5,5.9,16.15,170.5,5.7
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,141,Thomas Robinson,54,14.8,0.502,8.3,14.8,22,12.6,28.5,20.5,15.29,45.2,1.5
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,162,Meyers Leonard,55,15.4,0.631,9.7,11.8,14.6,5.9,25.3,15.8,14.85,53.7,1.8
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,198,Will Barton,58,16.9,0.503,15.1,11.4,20,2.8,15.2,8.9,13.6,45.5,1.5
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,203,Dorell Wright,48,12.4,0.525,15.3,6.7,16.2,2.6,17.2,10,13.42,25.8,0.9
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,213,CJ McCollum,62,15.7,0.534,12.6,9.4,19.1,1.6,8.3,5,13.15,38.5,1.3
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,214,Nicolas Batum,71,33.5,0.516,30.6,11.8,14.9,2.8,15.6,9.4,13.1,92.3,3.1
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,217,Alonzo Gee,54,12.3,0.548,9,11.9,15,5.9,9.5,7.7,13.04,25,0.8
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,,Joel Freeland,48,12.9,0.522,8,11.4,12.3,11,21.9,16.6,12.26,15.3,0.5
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,303,Arron Afflalo,78,32.1,0.533,10.6,9.5,18.7,1.1,9.7,5.3,10.7,7.4,0.2
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,334,Steve Blake,81,18.9,0.507,39.1,14.1,14.2,1.1,8.3,4.8,9.48,-34.6,-1.2
2015,POR,51,31,0.622,32-9,19-22,11-5,31-21,102.8,98.6,4.2,344,Allen Crabbe,51,13.4,0.525,18.2,7,11,1.1,10.1,5.7,8.7,-18.4,-0.6
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,13,Pau Gasol,78,34.4,0.55,12.5,9.4,23.2,9.2,27.6,18.6,22.73,449.2,15
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,26,Jimmy Butler,65,38.7,0.583,14.9,6.5,20.6,5.1,11.2,8.2,21.32,405.8,13.5
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,,Nikola Mirotic,82,20.2,0.556,10.4,9.5,21.3,4.3,21.8,13.3,17.93,158.7,5.3
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,109,Taj Gibson,62,27.3,0.545,9.7,10.5,16.4,10.7,14.6,12.7,16.1,116.2,3.9
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,,Derrick Rose,51,30,0.493,18.9,12.1,30.7,2.6,8.7,5.7,15.94,112.9,3.8
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,138,Joakim Noah,67,30.6,0.482,33.2,13.1,14.4,11.9,22.1,17.1,15.35,145.2,4.8
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,173,Aaron Brooks,82,23,0.534,19.9,12,24.4,1.9,7.5,4.8,14.49,98.1,3.3
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,,Mike Dunleavy,63,29.2,0.573,16.4,8.7,13.6,1.7,12.7,7.3,11.64,31.2,1
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,315,E'Twaun Moore,56,9,0.504,16.9,7.2,13.9,2.7,7.1,5,10.38,-0.9,0
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,321,Tony Snell,72,19.6,0.55,12.3,9.5,13.3,2.5,10.9,6.8,10.19,-6.6,-0.2
2015,CHI,50,32,0.61,27-14,23-18,8-8,33-19,100.8,97.8,3,363,Kirk Hinrich,66,24.4,0.468,23.7,11.7,13.2,1.4,6.6,4.1,6.82,-88.4,-2.9
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,34,Brandan Wright,75,19.3,0.66,8.4,7,13.9,0,0,0,20.44,193.3,6.4
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,35,Amar'e Stoudemire,59,21.1,0.595,6.5,11.2,23.2,9.8,20.4,15,20.4,182.2,6.1
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,38,Tyson Chandler,75,30.5,0.697,11.3,14.1,11.9,14.1,27.4,20.7,20.12,324.7,10.8
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,54,Dirk Nowitzki,77,29.6,0.56,10.1,5.8,22.9,2.1,19.9,11,19.26,264.2,8.8
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,78,Charlie Villanueva,64,10.6,0.534,4.5,6.6,24,4.8,19.3,12.1,17.5,60.7,2
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,,Monta Ellis,80,33.7,0.509,16.3,9.8,26.3,1.4,6.4,3.9,16.59,245.1,8.2
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,101,Chandler Parsons,66,33.1,0.567,13.8,8.2,19.2,3.2,13,8.1,16.37,191.4,6.4
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,,J.J. Barea,77,17.7,0.502,28.9,7.7,21.3,1.8,9,5.4,15.14,84.2,2.8
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,161,Devin Harris,76,22.2,0.559,25.8,9.3,17.8,0.8,8,4.4,14.86,97.2,3.2
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,175,Al-Farouq Aminu,74,18.5,0.504,11.3,10.5,14,9.1,18.4,13.7,14.45,80.6,2.7
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,192,Jae Crowder,82,20.1,0.517,12.5,6.5,16.8,4.7,14.9,9.7,13.93,84.3,2.8
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,201,Rajon Rondo,68,29.7,0.448,37.7,14.7,20.7,3.9,16.4,10.1,13.49,74.9,2.5
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,241,Jameer Nelson,63,22.3,0.503,28.7,12.4,21,0,0,0,12.14,23.9,0.8
2015,DAL,50,32,0.61,27-14,23-18,7-9,29-23,105.2,102.3,2.9,,Richard Jefferson,74,16.8,0.577,12.5,10.7,14.2,2.2,14,8.1,11.34,15.5,0.5
2015,TOR,49,33,0.598,27-14,22-19,11-5,33-19,104,100.9,3.1,33,Jonas Valanciunas,80,26.2,0.623,4.2,11.8,17.3,11.8,26.3,19.1,20.6,312.9,10.4
2015,TOR,49,33,0.598,27-14,22-19,11-5,33-19,104,100.9,3.1,44,Lou Williams,80,25.2,0.564,12,7.4,25.2,1.4,7.3,4.3,19.9,282.9,9.4
2015,TOR,49,33,0.598,27-14,22-19,11-5,33-19,104,100.9,3.1,52,Kyle Lowry,70,34.5,0.527,25.9,9.5,25.3,2.6,13.1,7.8,19.33,300.2,10
2015,TOR,49,33,0.598,27-14,22-19,11-5,33-19,104,100.9,3.1,,James Johnson,70,19.6,0.617,15.3,12.7,16.5,5.1,16.5,10.8,17.93,131.4,4.4
2015,TOR,49,33,0.598,27-14,22-19,11-5,33-19,104,100.9,3.1,80,DeMar DeRozan,60,35,0.51,13.7,9,26.7,2.3,12.9,7.6,17.46,218.2,7.3
2015,TOR,49,33,0.598,27-14,22-19,11-5,33-19,104,100.9,3.1,,Amir Johnson,75,26.4,0.603,14.6,13.7,14.8,9.3,17.3,13.3,15.43,116,3.9
2015,TOR,49,33,0.598,27-14,22-19,11-5,33-19,104,100.9,3.1,168,Patrick Patterson,81,26.6,0.568,19.9,6.9,12.7,6.8,16.3,11.6,14.67,102,3.4
2015,TOR,49,33,0.598,27-14,22-19,11-5,33-19,104,100.9,3.1,207,Tyler Hansbrough,74,14.3,0.597,7.9,7.5,9.7,11.6,17.3,14.4,13.3,28.5,0.9
2015,TOR,49,33,0.598,27-14,22-19,11-5,33-19,104,100.9,3.1,224,Greivis Vasquez,82,24.3,0.514,25.7,10.1,19.7,1.3,11.2,6.3,12.67,49.7,1.7
2015,TOR,49,33,0.598,27-14,22-19,11-5,33-19,104,100.9,3.1,279,Terrence Ross,82,25.5,0.519,9.2,7.4,16.9,1.8,10.7,6.2,11.21,22.1,0.7
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,43,John Wall,79,35.9,0.523,32.7,12.6,26.8,1.5,12.8,7.3,19.92,377.8,12.6
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,64,Marcin Gortat,82,29.9,0.587,9.2,9.5,16.1,8.5,24.1,16.5,18.28,281.1,9.4
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,129,Kris Humphries,64,21,0.512,9.5,7.7,16.8,10.1,24.4,17.4,15.5,80.2,2.7
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,145,Paul Pierce,73,26.2,0.58,14.6,9.3,18.6,2.7,14.3,8.7,15.23,135.1,4.5
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,179,Nene ,67,25.3,0.534,13.1,13.2,20.3,5.7,17,11.5,14.33,71.6,2.4
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,189,Bradley Beal,63,33.4,0.521,15.6,9.9,21.2,3.1,9.6,6.4,14.02,110.7,3.7
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,205,Andre Miller,81,15.5,0.548,39.9,14.6,17.1,3.4,10.2,6.9,13.37,44.2,1.5
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,226,Kevin Seraphin,79,15.6,0.535,9.2,15.2,19.6,8.1,17.9,13.1,12.61,37,1.2
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,250,Drew Gooden,51,16.9,0.469,13.2,7.5,15.8,9.6,19.3,14.5,11.95,5.8,0.2
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,,Otto Porter Jr.,74,19.4,0.523,12,9.6,14,5.6,11.6,8.7,11.64,24.4,0.8
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,269,Rasual Butler,75,20.1,0.531,9.6,7.3,16.4,2.1,12.4,7.4,11.44,21.2,0.7
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,281,Ramon Sessions,64,18.6,0.49,26.8,12.7,18.7,2.3,11.2,6.9,11.17,3,0.1
2015,WSH,46,36,0.561,29-12,17-24,10-6,30-22,98.5,97.8,0.7,294,Garrett Temple,52,14.2,0.534,19.9,12.1,13.3,3.8,9.9,6.9,10.95,4.9,0.2
2015,NO,45,37,0.549,28-13,17-24,8-8,29-23,99.4,98.6,0.8,1,Anthony Davis,68,36.1,0.591,9.1,5.8,25.9,8,24.1,16.1,30.89,710.6,23.7
2015,NO,45,37,0.549,28-13,17-24,8-8,29-23,99.4,98.6,0.8,40,Alexis Ajinca,68,14.1,0.595,9.6,14.1,19.6,12.4,25,18.7,20.01,134.4,4.5
2015,NO,45,37,0.549,28-13,17-24,8-8,29-23,99.4,98.6,0.8,58,Jrue Holiday,40,32.6,0.522,29.4,9.8,23.7,2.8,9,5.9,18.82,152,5.1
2015,NO,45,37,0.549,28-13,17-24,8-8,29-23,99.4,98.6,0.8,73,Tyreke Evans,79,34.1,0.508,25.3,11.9,26.2,3.5,14.1,8.8,17.77,292,9.7
2015,NO,45,37,0.549,28-13,17-24,8-8,29-23,99.4,98.6,0.8,123,Ryan Anderson,61,27.5,0.524,6,6.8,21.5,7.3,12.7,10,15.69,104.7,3.5
2015,NO,45,37,0.549,28-13,17-24,8-8,29-23,99.4,98.6,0.8,130,Omer Asik,76,26.1,0.545,10.6,14,13.1,14,28.8,21.4,15.49,144.6,4.8
2015,NO,45,37,0.549,28-13,17-24,8-8,29-23,99.4,98.6,0.8,221,Eric Gordon,61,33.1,0.544,20.8,11.1,19.4,1.6,7.4,4.5,12.76,68.1,2.3
