Season,Player,position,age,Team,gp,gs,mpg,FG,FGa,FGp,3_PPG,3_PA,3_PP,2_PPG,2_PA,2_PP,FT,FTa,FTp,orb,drb,trb,ast,stl,blk,tov,PF,ppg
2014,Kyle O'Quinn,C,23,ORL,69,19,17.2,2.7,5.4,0.501,0,0,0,2.7,5.3,0.505,0.8,1.2,0.687,1.4,3.8,5.3,1.1,0.6,1.3,1.1,2.4,6.2
2014,Greg Oden,C,26,MIA,23,6,9.2,1.2,2.1,0.551,0,0,,1.2,2.1,0.551,0.6,1,0.565,1,1.3,2.3,0,0.3,0.6,0.5,2.3,2.9
2014,Victor Oladipo,PG,21,ORL,80,44,31.1,4.9,11.7,0.419,0.9,2.8,0.327,4,8.9,0.448,3.1,4,0.78,0.5,3.6,4.1,4.1,1.6,0.5,3.2,2.6,13.8
2014,Kelly Olynyk,C,22,BOS,70,9,20,3.3,7.2,0.466,0.6,1.6,0.351,2.8,5.5,0.5,1.4,1.7,0.811,2,3.2,5.2,1.6,0.5,0.4,1.5,3.2,8.7
2014,Arinze Onuaku,PF,26,,5,0,6,0.2,1,0.2,0,0,,0.2,1,0.2,0.2,0.4,0.5,0.4,1.2,1.6,0.6,0,0,0.2,0.6,0.6
2014,Arinze Onuaku,PF,26,NO,3,0,8.3,0.3,1.3,0.25,0,0,,0.3,1.3,0.25,0.3,0.7,0.5,0.7,1.7,2.3,1,0,0,0.3,1,1
2014,Arinze Onuaku,PF,26,CLE,2,0,2.5,0,0.5,0,0,0,,0,0.5,0,0,0,,0,0.5,0.5,0,0,0,0,0,0
2014,Daniel Orton,C,23,PHI,22,4,11.4,1,2.1,0.447,0,0,,1,2.1,0.447,1,1.4,0.767,0.7,2,2.8,0.7,0.3,0.7,0.8,1.7,3
2014,Travis Outlaw,SF,29,SAC,63,4,16.9,2.1,5.2,0.399,0.7,1.9,0.35,1.4,3.3,0.426,0.7,0.8,0.808,0.6,2.1,2.7,0.8,0.3,0.3,0.4,1.5,5.4
2014,Zaza Pachulia,C,29,MIL,53,43,25,2.8,6.6,0.427,0,0,0,2.8,6.6,0.428,2.1,2.5,0.846,2.7,3.6,6.3,2.6,0.8,0.3,1.7,2.3,7.7
2014,Jannero Pargo,PG,34,CHA,29,0,8.3,1.8,4.1,0.441,0.8,2.1,0.4,1,2,0.483,0.3,0.4,0.727,0,0.7,0.7,1.8,0.5,0,0.9,0.6,4.7
2014,Tony Parker,PG,31,SA,68,68,29.4,6.7,13.4,0.499,0.4,1,0.373,6.3,12.5,0.509,2.9,3.6,0.811,0.3,2,2.3,5.7,0.5,0.1,2.2,1.3,16.7
2014,Chandler Parsons,SF,25,HOU,74,74,37.6,6.3,13.3,0.472,1.8,4.7,0.37,4.5,8.6,0.528,2.2,3,0.742,0.9,4.6,5.5,4,1.2,0.4,1.9,2.3,16.6
2014,Patrick Patterson,PF,24,,65,13,23.6,3.5,7.5,0.46,0.8,2.3,0.364,2.6,5.2,0.503,0.8,1.1,0.704,1.8,3.5,5.3,1.2,0.8,0.6,1,2.4,8.5
2014,Patrick Patterson,PF,24,SAC,17,6,24.4,2.9,7.2,0.41,0.5,2.3,0.231,2.4,4.9,0.494,0.5,0.9,0.563,2,3.8,5.8,0.9,0.8,0.2,0.9,2.3,6.9
2014,Patrick Patterson,PF,24,TOR,48,7,23.3,3.6,7.6,0.477,1,2.3,0.411,2.7,5.3,0.506,0.9,1.1,0.745,1.7,3.3,5.1,1.3,0.9,0.7,1,2.5,9.1
2014,Chris Paul,PG,28,LAC,62,62,35,6.5,14,0.467,1.3,3.4,0.368,5.3,10.6,0.498,4.8,5.6,0.855,0.6,3.7,4.3,10.7,2.5,0.1,2.3,2.5,19.1
2014,Nikola Pekovic,C,28,MIN,54,54,30.8,7,13,0.541,0,0,,7,13,0.541,3.4,4.6,0.747,3.8,4.9,8.7,0.9,0.6,0.4,1.6,2.4,17.5
2014,Kendrick Perkins,C,29,OKC,62,62,19.5,1.4,3.1,0.451,0,0,0,1.4,3.1,0.453,0.6,1.1,0.552,1.3,3.6,4.9,1.1,0.4,0.5,1.5,2.9,3.4
2014,Paul Pierce,SF,36,BKN,75,68,28,4.3,9.5,0.451,1.5,4,0.373,2.8,5.5,0.507,3.4,4.1,0.826,0.3,4.3,4.6,2.4,1.1,0.4,2,2.5,13.5
2014,Dexter Pittman,C,25,ATL,2,0,1.5,0,0.5,0,0,0,,0,0.5,0,0,1,0,1.5,0,1.5,0,0,0,0,0,0
2014,Mason Plumlee,C,23,BKN,70,22,18.2,2.8,4.3,0.659,0,0,0,2.8,4.3,0.666,1.7,2.8,0.626,1.4,3,4.4,0.9,0.7,0.8,1.1,2.4,7.4
2014,Miles Plumlee,C,25,PHX,80,79,24.6,3.6,6.9,0.517,0,0,,3.6,6.9,0.517,0.9,1.7,0.561,2.5,5.4,7.8,0.5,0.6,1.1,1.4,2.3,8.1
2014,Quincy Pondexter,SG,25,MEM,15,2,18,2.1,5.3,0.392,0.7,2.3,0.324,1.3,3,0.444,1.4,1.7,0.808,0.7,1.1,1.7,1.3,0.3,0.1,1,1.2,6.3
2014,Otto Porter Jr.,SF,20,WSH,37,0,8.6,0.9,2.5,0.363,0.1,0.6,0.19,0.8,1.9,0.414,0.2,0.3,0.667,0.6,1,1.5,0.3,0.2,0,0.4,0.7,2.1
2014,Josh Powell,PF,31,HOU,1,0,19,2,6,0.333,0,0,,2,6,0.333,0,0,,0,5,5,0,0,1,1,1,4
2014,Phil Pressey,PG,22,BOS,75,11,15.1,1,3.4,0.308,0.4,1.4,0.264,0.7,2,0.34,0.4,0.6,0.644,0.3,1.1,1.4,3.2,0.9,0.1,1.2,1.3,2.8
2014,A.J. Price,SG,27,MIN,28,0,3.5,0.7,1.6,0.413,0.2,0.8,0.273,0.5,0.9,0.542,0,0.1,0,0,0.3,0.4,0.5,0,0,0.3,0.2,1.6
2014,Ronnie Price,SG,30,ORL,31,2,12.2,0.9,3,0.304,0.3,1.4,0.209,0.6,1.6,0.388,0.3,0.4,0.692,0.3,1.1,1.4,2.1,0.8,0.1,0.8,1.6,2.4
2014,Pablo Prigioni,PG,36,NY,66,27,19.4,1.3,2.9,0.461,1,2.1,0.464,0.3,0.8,0.451,0.2,0.2,0.917,0.5,1.4,2,3.5,1,0,0.9,2,3.8
2014,Tayshaun Prince,SF,33,MEM,76,76,25.6,2.6,6.5,0.407,0.3,0.9,0.29,2.4,5.6,0.426,0.4,0.8,0.567,0.4,2.7,3.1,1.6,0.5,0.3,0.5,0.8,6
2014,Miroslav Raduljica,C,26,MIL,48,2,9.7,1.4,2.6,0.54,0,0,,1.4,2.6,0.54,0.9,1.1,0.818,1.1,1.1,2.3,0.5,0.1,0.3,0.6,1.8,3.8
2014,Anthony Randolph,PF,24,DEN,43,5,12.3,1.6,4.1,0.386,0.4,1.4,0.295,1.2,2.7,0.435,1.2,1.6,0.754,0.5,2.4,2.8,0.7,0.6,0.4,0.9,1.5,4.8
2014,Shavlik Randolph,PF,30,PHX,14,0,6.8,0.5,1,0.5,0,0,,0.5,1,0.5,0.4,0.8,0.545,0.5,1.3,1.8,0.1,0.2,0.1,0.4,1.1,1.4
2014,Zach Randolph,PF,32,MEM,79,79,34.2,7.1,15.2,0.467,0,0.3,0.1,7.1,14.9,0.474,3.2,4.3,0.742,3.4,6.7,10.1,2.5,0.7,0.3,2.3,2.7,17.4
2014,JJ Redick,SG,29,LAC,35,34,28.2,5.2,11.4,0.455,2.1,5.3,0.395,3.1,6.1,0.507,2.8,3,0.915,0.3,1.9,2.1,2.2,0.8,0.1,1.2,1.9,15.2
2014,Glen Rice Jr.,SG,23,WSH,11,1,9.9,1,3.4,0.297,0.5,1.5,0.294,0.5,1.8,0.3,0.5,0.6,0.714,0.4,1.5,1.8,0.6,0.5,0.1,0.8,0.6,2.9
2014,Luke Ridnour,PG,32,,61,14,18.7,2.1,5.4,0.385,0.6,1.8,0.343,1.5,3.6,0.406,0.3,0.4,0.654,0.4,1.2,1.6,2.9,0.5,0.1,1.1,1.5,5
2014,Luke Ridnour,PG,32,MIL,36,12,21.2,2.3,6.1,0.384,0.7,1.9,0.368,1.6,4.2,0.391,0.4,0.5,0.684,0.4,1.3,1.7,3.4,0.6,0.1,1.3,1.5,5.7
2014,Luke Ridnour,PG,32,CHA,25,2,15.1,1.7,4.3,0.389,0.5,1.6,0.3,1.2,2.7,0.441,0.2,0.3,0.571,0.3,1.1,1.4,2.2,0.4,0.2,0.8,1.5,4
2014,Austin Rivers,PG,21,NO,69,4,19.4,2.8,6.9,0.405,0.5,1.4,0.364,2.3,5.4,0.416,1.6,2.5,0.636,0.4,1.5,1.9,2.3,0.7,0.1,1.1,1.9,7.7
2014,Andre Roberson,SG,22,OKC,40,16,10,0.8,1.7,0.485,0.1,0.3,0.154,0.8,1.4,0.564,0.2,0.3,0.7,0.9,1.5,2.4,0.4,0.5,0.3,0.5,1.9,1.9
2014,Brian Roberts,PG,28,NO,72,42,23.2,3.4,8.1,0.42,0.9,2.5,0.36,2.5,5.6,0.447,1.7,1.8,0.94,0.2,1.7,1.9,3.3,0.6,0.1,1.3,1.8,9.4
2014,Nate Robinson,PG,29,DEN,44,1,19.7,3.7,8.7,0.428,1.3,3.5,0.377,2.4,5.2,0.463,1.6,1.9,0.835,0.5,1.4,1.8,2.5,0.8,0.1,1.3,2.1,10.4
2014,Thomas Robinson,PF,22,POR,70,0,12.5,2,4.2,0.481,0,0,0,2,4.2,0.483,0.8,1.4,0.564,1.5,2.9,4.4,0.5,0.3,0.3,0.8,1.9,4.8
2014,Rajon Rondo,PG,27,BOS,30,30,33.3,4.7,11.7,0.403,0.9,3,0.289,3.8,8.7,0.442,1.4,2.2,0.627,0.7,4.7,5.5,9.8,1.3,0.1,3.3,2.2,11.7
2014,Derrick Rose,PG,25,CHI,10,10,31.1,5.8,16.4,0.354,1.6,4.7,0.34,4.2,11.7,0.359,2.7,3.2,0.844,0.9,2.3,3.2,4.3,0.5,0.1,3.4,1.5,15.9
2014,Terrence Ross,SG,22,TOR,81,62,26.7,3.9,9.3,0.423,2,5,0.395,1.9,4.2,0.458,1,1.2,0.837,0.5,2.6,3.1,1,0.8,0.3,1.1,2.3,10.9
2014,Ricky Rubio,PG,23,MIN,82,82,32.2,3.1,8.2,0.381,0.5,1.6,0.331,2.6,6.5,0.393,2.8,3.5,0.802,0.7,3.4,4.2,8.6,2.3,0.1,2.7,2.7,9.5
2014,Brandon Rush,SG,28,UTAH,38,0,11,0.8,2.4,0.333,0.4,1.2,0.34,0.4,1.1,0.326,0.1,0.1,0.6,0.1,1,1.2,0.6,0.1,0.2,0.5,0.8,2.1
2014,Robert Sacre,C,24,LAL,65,13,16.8,2.2,4.6,0.477,0,0,,2.2,4.6,0.477,1,1.4,0.681,1.3,2.6,3.9,0.8,0.4,0.7,0.7,2.1,5.4
2014,John Salmons,SG-SF,34,,78,8,22.1,1.9,5.3,0.363,0.8,2.1,0.387,1.1,3.2,0.348,0.5,0.7,0.769,0.3,1.8,2.1,1.9,0.6,0.2,0.7,1.6,5.2
2014,John Salmons,SF,34,SAC,18,8,24.7,2.3,6.5,0.35,0.9,2.3,0.381,1.4,4.2,0.333,0.4,0.4,1,0.4,2.1,2.6,2.4,0.7,0.4,0.8,1.8,5.8
2014,John Salmons,SG,34,TOR,60,0,21.4,1.8,4.9,0.368,0.8,2,0.388,1,2.9,0.354,0.6,0.8,0.733,0.2,1.8,2,1.7,0.6,0.2,0.7,1.5,5
2014,Larry Sanders,C,25,MIL,23,20,25.4,3.3,7,0.469,0,0,0,3.3,7,0.472,1.1,2.4,0.473,2.6,4.6,7.2,0.8,0.8,1.7,1.1,3.2,7.7
2014,Dennis Schroder,PG,20,ATL,49,0,13.1,1.5,3.8,0.383,0.2,0.9,0.238,1.3,3,0.425,0.6,0.9,0.674,0.1,1.1,1.2,1.9,0.3,0,1.2,1.1,3.7
2014,Luis Scola,PF,33,IND,82,2,17.1,3.2,6.8,0.47,0,0.1,0.143,3.2,6.7,0.474,1.2,1.7,0.728,1,3.7,4.8,1,0.3,0.2,1.3,2,7.6
2014,Mike Scott,PF,25,ATL,80,6,18.5,3.8,7.9,0.479,0.8,2.5,0.31,3,5.4,0.558,1.3,1.7,0.78,0.8,2.8,3.6,0.9,0.4,0.1,1,1.5,9.6
2014,Thabo Sefolosha,SG,29,OKC,61,61,26,2.3,5.6,0.415,0.8,2.5,0.316,1.5,3.1,0.495,0.9,1.1,0.768,0.8,2.8,3.6,1.5,1.3,0.3,0.9,1.5,6.3
2014,Kevin Seraphin,C,24,WSH,53,1,10.9,2.1,4.2,0.505,0,0,,2.1,4.2,0.505,0.5,0.6,0.871,1,1.4,2.4,0.3,0.1,0.5,0.8,1.9,4.7
2014,Ramon Sessions,PG,27,,83,19,26.7,4,9.3,0.429,0.4,1.5,0.282,3.6,7.8,0.457,3.9,4.9,0.807,0.5,2,2.4,4.1,0.6,0.1,1.8,1.1,12.3
2014,Ramon Sessions,PG,27,CHA,55,7,23.7,3.5,8.5,0.409,0.3,1.2,0.221,3.2,7.2,0.441,3.3,4.3,0.782,0.4,1.7,2.1,3.7,0.6,0.1,1.7,0.9,10.5
2014,Ramon Sessions,PG,27,MIL,28,12,32.5,5,10.9,0.461,0.7,2,0.357,4.3,8.9,0.484,5.1,6.1,0.841,0.6,2.5,3.1,4.8,0.6,0.1,2,1.4,15.8
2014,Mustafa Shakur,PG,29,OKC,3,0,3.7,0,1,0,0,0.3,0,0,0.7,0,0.3,0.7,0.5,0,0,0,1.3,0,0,0.7,0.7,0.3
2014,Tornike Shengelia,SF,22,,26,0,5.9,0.5,1.1,0.464,0,0.2,0,0.5,0.8,0.591,0.1,0.3,0.375,0.2,0.5,0.6,0.5,0.1,0,0.5,0.7,1.1
2014,Tornike Shengelia,SF,22,BKN,17,0,8.1,0.6,1.4,0.458,0,0.4,0,0.6,1.1,0.611,0.2,0.5,0.375,0.2,0.6,0.8,0.7,0.1,0.1,0.6,0.9,1.5
2014,Tornike Shengelia,SF,22,CHI,9,0,1.9,0.2,0.4,0.5,0,0,,0.2,0.4,0.5,0,0,,0,0.2,0.2,0.2,0.1,0,0.1,0.2,0.4
2014,Iman Shumpert,SG,23,NY,74,58,26.5,2.5,6.5,0.378,1,3.1,0.333,1.4,3.5,0.418,0.7,1,0.746,1.1,3.1,4.2,1.7,1.2,0.2,1.1,2.8,6.7
2014,Alexey Shved,SG,25,MIN,63,0,10.5,1.2,3.8,0.321,0.5,1.6,0.294,0.7,2.1,0.341,1.1,1.4,0.756,0.3,1,1.3,1.1,0.4,0.3,0.8,0.6,4
2014,Henry Sims,C,23,,46,25,19,2.8,6,0.474,0,0,0,2.8,5.9,0.476,2,2.6,0.744,2.3,2.9,5.2,1.1,0.6,0.4,0.9,2.5,7.6
2014,Henry Sims,C,23,CLE,20,0,8.4,0.9,2.3,0.4,0,0,,0.9,2.3,0.4,0.4,0.7,0.571,1.1,1.7,2.8,0.3,0.3,0.4,0.4,1.6,2.2
2014,Henry Sims,C,23,PHI,26,25,27.2,4.3,8.8,0.489,0,0,0,4.3,8.8,0.491,3.2,4.1,0.766,3.2,3.8,7,1.8,0.9,0.5,1.3,3.2,11.8
2014,Kyle Singler,SF,25,DET,82,36,28.5,3.3,7.3,0.447,1.1,3,0.382,2.1,4.3,0.492,1.9,2.2,0.826,1.4,2.3,3.7,0.9,0.7,0.5,1,2.6,9.6
2014,Chris Singleton,SF,24,WSH,25,0,10,1,2.7,0.373,0.3,0.8,0.368,0.7,1.9,0.375,0.7,1,0.72,0.7,1.5,2.2,0.2,0.4,0.1,0.7,1,3
2014,Peyton Siva,SG,23,DET,24,0,9.3,0.8,2.4,0.316,0.3,1,0.28,0.5,1.3,0.344,0.5,0.6,0.733,0.1,0.5,0.6,1.4,0.4,0,0.8,1.1,2.3
2014,Donald Sloan,SG,26,IND,48,1,8.2,0.9,2.4,0.376,0.2,0.9,0.238,0.7,1.6,0.453,0.3,0.4,0.6,0.1,0.8,0.9,1,0.2,0,0.5,0.4,2.3
2014,Chris  Smith,PG,26,NY,2,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
2014,Greg Smith,C,23,HOU,11,0,9.1,1.6,2.5,0.643,0,0,,1.6,2.5,0.643,0.2,0.5,0.4,1,1.5,2.5,0,0.1,0.2,0.5,1.5,3.5
2014,Ish Smith,PG,25,PHX,70,1,14.4,1.7,4,0.423,0,0.3,0.043,1.7,3.7,0.457,0.3,0.6,0.564,0.4,1.4,1.8,2.6,0.7,0.2,0.9,0.9,3.7
2014,JR Smith,SF,28,NY,74,37,32.7,5.4,12.9,0.415,2.6,6.5,0.394,2.8,6.4,0.436,1.2,1.9,0.652,0.5,3.5,4,3,0.9,0.3,1.5,2.6,14.5
2014,Jason Smith,PF,27,NO,31,27,26.8,4.2,9.1,0.465,0,0,,4.2,9.1,0.465,1.3,1.6,0.78,1.6,4.2,5.8,0.9,0.4,0.9,0.9,3.2,9.7
2014,Josh Smith,SF,28,DET,77,76,35.5,6.7,16,0.419,0.9,3.4,0.264,5.8,12.6,0.462,2.1,3.9,0.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4
2014,Tony Snell,SG,22,CHI,77,12,16,1.7,4.4,0.384,0.7,2.3,0.32,0.9,2.1,0.456,0.4,0.5,0.756,0.2,1.4,1.6,0.9,0.4,0.2,0.6,1.1,4.5
2014,James Southerland,SF,23,,4,0,7.5,1.3,3.8,0.333,0.8,1.5,0.5,0.5,2.3,0.222,0.3,0.5,0.5,0,2,2,0,0.3,0.5,0.3,0.8,3.5
2014,James Southerland,SF,23,CHA,1,0,3,0,3,0,0,1,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0
2014,James Southerland,SF,23,NO,3,0,9,1.7,4,0.417,1,1.7,0.6,0.7,2.3,0.286,0.3,0.7,0.5,0,2.7,2.7,0,0.3,0.7,0.3,1,4.7
2014,Marreese Speights,C,26,GS,79,3,12.4,2.5,5.6,0.441,0.1,0.4,0.258,2.4,5.2,0.455,1.4,1.7,0.821,1.3,2.4,3.7,0.4,0.1,0.4,0.8,1.9,6.4
2014,Tiago Splitter,C,29,SA,59,50,21.5,3.1,5.9,0.523,0,0.1,0,3.1,5.8,0.528,2.1,2.9,0.699,2.1,4.1,6.2,1.5,0.5,0.5,1.3,2,8.2
2014,DJ Stephens,SG,23,MIL,3,0,5,1,2.3,0.429,0,0,,1,2.3,0.429,0.3,0.3,1,0.3,1.3,1.7,0,0,0,0,0,2.3
2014,Lance Stephenson,SG,23,IND,78,78,35.3,5.5,11.2,0.491,1.1,3.1,0.352,4.4,8,0.545,1.8,2.5,0.711,1.2,5.9,7.2,4.6,0.7,0.1,2.7,2.5,13.8
2014,Greg Stiemsma,C,28,NO,55,20,18.3,1.3,2.2,0.574,0,0,0,1.3,2.2,0.579,0.3,0.6,0.594,1.3,2.8,4.1,0.7,0.6,1,0.8,3.1,2.9
2014,Julyan Stone,SG,25,TOR,21,0,5.7,0.3,0.8,0.412,0.1,0.4,0.25,0.2,0.4,0.556,0.1,0.1,0.667,0.1,0.9,1,0.6,0.1,0,0.2,0.6,0.9
2014,Amar'e Stoudemire,C,31,NY,65,21,22.6,4.8,8.6,0.557,0,0,,4.8,8.6,0.557,2.3,3.1,0.739,1.7,3.2,4.9,0.5,0.4,0.6,1.4,2.4,11.9
2014,Rodney Stuckey,SG,27,DET,73,5,26.7,5.1,11.7,0.436,0.3,1.2,0.273,4.8,10.5,0.455,3.3,4,0.836,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8,13.9
2014,Jared Sullinger,PF,21,BOS,74,44,27.6,5.2,12.1,0.427,0.8,2.8,0.269,4.4,9.3,0.475,2.1,2.7,0.778,3.3,4.9,8.1,1.6,0.5,0.7,1.6,3.4,13.3
2014,Jeffery Taylor,SF,24,CHA,26,8,24.2,3.2,8.4,0.376,0.7,2.6,0.269,2.5,5.8,0.424,1,1.8,0.553,0.6,1.7,2.3,0.8,0.5,0.2,1,2.4,8
2014,Tyshawn  Taylor,PG,23,BKN,23,3,11.7,1.3,4,0.341,0.1,0.5,0.25,1.2,3.4,0.354,1,1.3,0.8,0.1,0.5,0.7,1.6,0.5,0,1.3,1.3,3.9
2014,Jeff Teague,PG,25,ATL,79,79,32.2,5.8,13.2,0.438,0.9,2.8,0.329,4.8,10.3,0.469,4,4.8,0.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2,16.5
2014,Marquis Teague,SG,20,,40,3,11.1,1,3,0.319,0.1,0.5,0.278,0.8,2.5,0.327,0.7,0.9,0.743,0,1,1,1.5,0.3,0.1,1,1.2,2.7
2014,Marquis Teague,SG,20,CHI,19,2,12.7,0.8,3.5,0.242,0.1,0.5,0.2,0.7,2.9,0.25,0.6,0.8,0.688,0.1,0.9,1,1.5,0.1,0.2,0.9,1.3,2.4
2014,Marquis Teague,SG,20,BKN,21,1,9.6,1,2.5,0.415,0.1,0.4,0.375,0.9,2.1,0.422,0.7,0.9,0.789,0,1,1,1.4,0.4,0,1,1,3
2014,Mirza Teletovic,SF,28,BKN,72,7,19.4,3.1,7.3,0.418,1.9,4.8,0.39,1.2,2.5,0.472,0.6,0.9,0.71,0.8,2.9,3.7,0.8,0.4,0.3,0.8,2,8.6
2014,Garrett Temple,SG,27,WSH,75,0,8.5,0.7,1.9,0.362,0.1,0.4,0.207,0.6,1.5,0.402,0.4,0.6,0.698,0.3,0.6,0.9,1,0.5,0.1,0.6,1,1.8
2014,Jason Terry,PG,36,BKN,35,0,16.3,1.6,4.3,0.362,1.1,2.9,0.379,0.5,1.4,0.327,0.3,0.4,0.667,0.1,0.9,1.1,1.6,0.4,0,0.8,1.4,4.5
2014,Hasheem Thabeet,C,26,OKC,23,0,8.3,0.6,1,0.565,0,0,,0.6,1,0.565,0,0.2,0.2,0.4,1.3,1.7,0,0.2,0.4,0.6,2,1.2
2014,Adonis Thomas,SF,20,,6,1,6.2,1,2.3,0.429,0.2,0.8,0.2,0.8,1.5,0.556,0.2,0.2,1,0,0.5,0.5,0.5,0,0,0.2,1,2.3
2014,Adonis Thomas,SF,20,ORL,4,0,6,0.8,2.3,0.333,0,0.8,0,0.8,1.5,0.5,0.3,0.3,1,0,0.8,0.8,0.5,0,0,0,0.5,1.8
2014,Adonis Thomas,SF,20,PHI,2,1,6.5,1.5,2.5,0.6,0.5,1,0.5,1,1.5,0.667,0,0,,0,0,0,0.5,0,0,0.5,2,3.5
2014,Isaiah Thomas,PG,24,SAC,72,54,34.7,6.9,15.2,0.453,1.8,5.1,0.349,5.1,10.2,0.504,4.8,5.7,0.85,0.7,2.3,2.9,6.3,1.3,0.1,3,2.6,20.3
2014,Lance Thomas,SF,25,NO,5,0,8.4,0.4,1.8,0.222,0,0,,0.4,1.8,0.222,0.4,0.8,0.5,0.4,1,1.4,0.6,0,0,0.4,0.8,1.2
2014,Malcolm Thomas,PF,25,,8,0,7.9,0.9,2,0.438,0.1,0.5,0.25,0.8,1.5,0.5,0,0.3,0,0.6,2,2.6,0.3,0,0.4,1.1,0.6,1.9
2014,Malcolm Thomas,PF,25,SA,1,0,15,1,4,0.25,0,0,,1,4,0.25,0,2,0,1,8,9,0,0,2,1,0,2
2014,Malcolm Thomas,PF,25,UTAH,7,0,6.9,0.9,1.7,0.5,0.1,0.6,0.25,0.7,1.1,0.625,0,0,,0.6,1.1,1.7,0.3,0,0.1,1.1,0.7,1.9
2014,Hollis Thompson,SF,22,PHI,77,41,22.6,2.2,4.8,0.46,0.9,2.2,0.401,1.4,2.7,0.507,0.7,0.9,0.712,0.9,2.3,3.2,0.9,0.7,0.2,0.8,1.9,6
2014,Jason Thompson,PF,27,SAC,82,61,24.5,3.1,6,0.506,0,0,,3.1,6,0.506,1,1.8,0.579,1.9,4.6,6.4,0.6,0.4,0.7,1.2,3.1,7.1
2014,Klay Thompson,SG,23,GS,81,81,35.4,6.9,15.5,0.444,2.8,6.6,0.417,4.1,8.9,0.464,1.8,2.3,0.795,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9,18.4
2014,Tristan Thompson,PF,22,CLE,82,82,31.6,4.4,9.3,0.477,0,0,0,4.4,9.3,0.478,2.9,4.1,0.693,3.3,5.9,9.2,0.9,0.5,0.4,1.3,2.3,11.7
2014,Marcus Thornton,SG,26,,72,27,24.2,3.5,8.9,0.394,1.5,4.4,0.345,2,4.5,0.443,1.3,1.6,0.804,0.8,2,2.8,1.1,0.8,0.2,0.9,1.5,9.8
2014,Marcus Thornton,SG,26,SAC,46,26,24.4,3.1,8.1,0.381,1.2,3.9,0.318,1.8,4.2,0.438,0.9,1.1,0.808,0.8,1.8,2.7,1,0.7,0.2,0.8,1.6,8.3
2014,Marcus Thornton,SG,26,BKN,26,1,23.8,4.2,10.2,0.414,2,5.3,0.38,2.2,5,0.45,1.8,2.3,0.8,0.7,2.2,2.8,1.2,1,0.1,1.1,1.4,12.3
2014,Jamaal Tinsley,PG,35,UTAH,8,5,13.8,0.5,2.5,0.2,0.1,1.9,0.067,0.4,0.6,0.6,0,0,,0.3,1.1,1.4,2.9,0.3,0,1.1,1.3,1.1
2014,Anthony Tolliver,PF,28,CHA,64,9,20.3,2,4.8,0.42,1.6,3.9,0.413,0.4,0.9,0.45,0.5,0.6,0.805,0.5,2.1,2.6,0.7,0.3,0.2,0.4,1.3,6.1
2014,PJ Tucker,SF,28,PHX,81,81,30.7,3.3,7.6,0.431,0.9,2.4,0.387,2.4,5.2,0.45,1.9,2.5,0.776,2,4.5,6.5,1.7,1.4,0.3,1.3,2.5,9.4
2014,Ronny Turiaf,C,31,MIN,31,10,19.5,2.1,3.5,0.598,0,0,,2.1,3.5,0.598,0.7,1.6,0.42,1.8,3.8,5.6,0.8,0.3,1.6,0.8,2.1,4.8
2014,Hedo Turkoglu,SF,34,LAC,38,0,10.3,1.1,2.9,0.385,0.6,1.3,0.44,0.5,1.6,0.339,0.2,0.5,0.5,0.3,2.1,2.3,0.9,0.5,0.3,0.4,1.3,3
2014,Evan Turner,SF,25,,81,56,30.3,5.4,12.6,0.425,0.6,1.9,0.321,4.7,10.7,0.444,2.6,3.2,0.813,0.8,4.3,5,3.2,0.8,0.1,2.3,2.4,14
2014,Evan Turner,SF,25,PHI,54,54,34.9,6.6,15.4,0.428,0.7,2.4,0.288,5.9,12.9,0.455,3.5,4.2,0.829,0.9,5,6,3.7,1,0.1,2.9,2.7,17.4
2014,Evan Turner,SF,25,IND,27,2,21.1,2.9,7,0.411,0.4,0.9,0.5,2.4,6.1,0.398,0.9,1.3,0.706,0.4,2.7,3.2,2.4,0.4,0.1,1.3,1.8,7.1
2014,Jeremy Tyler,C,22,NY,41,0,9.7,1.5,2.8,0.517,0,0,,1.5,2.8,0.517,0.6,1.2,0.542,0.9,1.7,2.7,0.2,0.1,0.5,0.6,1.7,3.6
2014,Ekpe Udoh,PF,26,MIL,42,14,19.1,1.4,3.4,0.399,0,0,,1.4,3.4,0.399,0.7,1.1,0.638,1.5,2.1,3.5,0.7,0.4,1,0.9,2.3,3.4
2014,Beno Udrih,SG,31,,41,12,15.7,1.9,4.3,0.438,0.5,1,0.452,1.4,3.3,0.434,0.6,0.7,0.833,0.2,1.2,1.4,2.8,0.6,0.1,1.1,1.2,4.9
2014,Beno Udrih,SG,31,NY,31,12,19,2.2,5.2,0.425,0.5,1.3,0.425,1.6,3.9,0.425,0.6,0.8,0.833,0.3,1.5,1.8,3.5,0.7,0.1,1.4,1.5,5.6
2014,Beno Udrih,SG,31,MEM,10,0,5.5,1,1.8,0.556,0.2,0.2,1,0.8,1.6,0.5,0.5,0.6,0.833,0,0.2,0.2,0.6,0.1,0.1,0.5,0.4,2.7
