Season,TEAM,win,loss,pct,home,away,div,conf,ppg,opp_ppg,diff,RK,PLAYER,GP,MPG,TS,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,,Ish Smith,55,15.1,0.431,27.7,12,26.8,1.9,11.5,6.5,12.31,16.2,0.5
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,,Sebastian Telfair,16,20.4,0.479,22.2,8.9,20.7,0.7,9,4.9,11.48,0,0
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,317,Nick Collison,66,16.7,0.485,21.6,10.8,12.7,8.9,15.3,12.2,11.23,-4.4,-0.1
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,,Dion Waiters,80,27.6,0.46,12.6,8.7,22.9,2.1,7.4,4.8,10.93,14.1,0.5
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,395,Andre Roberson,67,19.2,0.513,20.7,13.6,8.9,5.1,16,10.6,9.09,-27,-0.9
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,406,Steve Novak,35,5.6,0.554,15.1,6.9,11,1.1,11.2,6.2,8.63,-5.5,-0.2
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,412,Kyle Singler,80,21.8,0.512,14,9,13.5,2,10.3,6,8.5,-52,-1.7
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,425,Lance Thomas,62,24,0.456,11,11.8,16.5,4.9,10,7.4,8.03,-54.9,-1.8
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,439,Kendrick Perkins,68,16.9,0.467,12.5,23.2,16.6,8.7,21.2,15.1,7.03,-61.2,-2
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,440,Perry Jones,43,14.7,0.459,7.4,9.9,14.3,1,11.7,6.5,6.91,-33.8,-1.1
2015,OKC,45,37,0.549,29-12,16-25,10-6,25-27,104,101.8,2.2,479,Grant Jerrett,8,6.4,0.303,9.2,9.2,30.3,4.4,15.1,9.8,1.57,-7.6,-0.3
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,73,John Henson,67,18.3,0.578,10.7,15.8,16.7,11.7,17.4,14.5,18.08,137,4.6
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,93,Brandon Knight,63,32.3,0.543,21.9,12.6,25.8,1.6,12,6.8,17.17,187.3,6.2
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,95,Ersan Ilyasova,58,22.7,0.554,7.9,6.4,20.2,7,17,12,16.9,106.3,3.5
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,136,Khris Middleton,79,30.1,0.563,14.8,9.2,18.7,2.3,14.3,8.4,15.7,184.4,6.1
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,138,Zaza Pachulia,73,23.7,0.506,19.6,14.6,18.3,13.1,19.9,16.5,15.68,131.2,4.4
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,157,Larry Sanders,27,21.7,0.507,9.4,11.5,15.6,13.2,19.2,16.2,15.25,0,0
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,175,Giannis Antetokounmpo,81,31.4,0.552,15.8,13.2,18.5,4.5,19.7,12.2,14.89,166.4,5.5
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,,Jabari Parker,25,29.5,0.527,11,12.3,19.1,7.8,13.5,10.7,14.6,45.1,1.5
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,208,Michael Carter-Williams,66,32.6,0.461,25.4,14.5,25.4,3.2,15.3,9.1,14.13,100.5,3.3
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,,O.J. Mayo,71,23.9,0.529,18.1,11.8,22.5,2,10.5,6.3,13.6,78.4,2.6
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,225,Miles Plumlee,73,16.4,0.536,9.5,14.2,15,10.3,19.4,14.8,13.44,50.6,1.7
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,262,Kendall Marshall,28,14.9,0.562,38.1,15.5,16.1,0.6,7.1,3.8,12.45,0,0
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,268,Jared Dudley,72,23.8,0.572,20.2,9.6,13,3,11.6,7.3,12.31,46.5,1.5
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,319,Jerryd Bayless,77,22.3,0.519,24.7,14.1,18.3,1.5,12.5,7,11.18,4.7,0.2
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,327,Jorge Gutierrez,20,8.8,0.567,27.3,14.9,13.8,3.3,12.9,8.1,11.09,0.2,0
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,366,Chris Johnson,29,18.1,0.515,7.9,7.9,10.2,0,0,0,10.24,-2.1,-0.1
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,373,Kenyon Martin,11,9.5,0.437,16.2,9.7,10.6,6.7,14.2,10.5,10.05,0,0
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,436,Tyler Ennis,33,12.5,0.411,27.9,16,20.2,1.9,7.7,4.8,7.37,-22.3,-0.7
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,464,Nate Wolters,21,11.8,0.352,22.4,13.9,15.9,3.7,11.9,7.9,4.63,0,0
2015,MIL,41,41,0.5,23-18,18-23,7-9,30-22,97.8,97.4,0.4,469,Johnny O'Bryant III,34,10.8,0.379,9.8,14.4,17.6,8.2,11.7,10,3.82,-42.2,-1.4
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,36,Isaiah Thomas,67,25.8,0.58,20.6,10.4,31.3,2.1,7.7,4.9,20.63,248.1,8.3
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,39,Brandan Wright,75,19.3,0.66,8.4,7,13.9,0,0,0,20.44,193.3,6.4
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,61,Tyler Zeller,82,21.1,0.594,12.7,8.5,18.4,9.1,20.5,14.7,19.01,217.2,7.2
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,76,Jared Sullinger,58,27,0.503,13.7,8,22.2,10.1,20.9,15.4,17.93,150.3,5
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,111,Brandon Bass,82,23.5,0.557,10.8,8.6,18.2,7.8,14.9,11.3,16.39,140.8,4.7
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,130,Kelly Olynyk,64,22.3,0.558,13.7,12.3,19.9,7,16.5,11.7,15.93,113.2,3.8
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,,Luigi Datome,21,10,0.587,8.4,8.4,17.7,1.5,13.8,7.6,15.14,14.5,0.5
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,165,Marcus Thornton,48,15,0.514,8.3,6.2,22.1,3.4,9.7,6.5,15.06,49.1,1.6
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,167,Jonas Jerebko,75,16.4,0.549,13.6,8.4,16.5,8,17.2,12.5,14.99,64.1,2.1
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,193,Jeff Green,78,31.5,0.534,10,8.1,21.9,2.9,12.1,7.5,14.48,145.8,4.9
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,214,Jae Crowder,82,20.1,0.517,12.5,6.5,16.8,4.7,14.9,9.7,13.93,84.3,2.8
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,217,Dwight Powell,29,8.1,0.552,8.9,10.8,34.3,8.3,14.9,11.6,13.86,8.3,0.3
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,224,Rajon Rondo,68,29.7,0.448,37.7,14.7,20.7,3.9,16.4,10.1,13.49,74.9,2.5
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,249,Evan Turner,82,27.6,0.482,30.9,13.6,20,1.9,18.5,10.1,12.88,80.2,2.7
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,273,Jameer Nelson,63,22.3,0.503,28.7,12.4,21,0,0,0,12.14,23.9,0.8
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,280,Tayshaun Prince,58,24.1,0.504,16.6,6.3,14.2,0,0,0,12.01,31.4,1
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,285,Phil Pressey,50,12,0.453,33.1,11.6,18,2.3,12.4,7.3,11.84,7.5,0.3
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,301,Avery Bradley,77,31.5,0.507,10.4,8.4,19.5,2,8.9,5.4,11.51,18.3,0.6
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,331,Marcus Smart,67,27,0.491,25,10.8,15,3.6,9.9,6.7,11.02,0.5,0
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,411,James Young,31,10.7,0.457,9.8,3.8,14.6,2.9,11,6.9,8.51,-9.8,-0.3
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,438,Shavlik Randolph,21,6,0.298,8.5,6.3,19.1,13.8,19.3,16.5,7.2,0,0
2015,BOS,40,42,0.488,21-20,19-22,12-4,28-24,101.4,101.2,0.2,446,Gerald Wallace,32,8.9,0.431,15.8,25.9,8.5,6.4,15.5,10.9,6.18,-18.4,-0.6
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,36,Isaiah Thomas,67,25.8,0.58,20.6,10.4,31.3,2.1,7.7,4.9,20.63,248.1,8.3
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,39,Brandan Wright,75,19.3,0.66,8.4,7,13.9,0,0,0,20.44,193.3,6.4
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,68,Eric Bledsoe,81,34.6,0.555,24.6,13.7,23.4,2.8,13.9,8.3,18.47,312.3,10.4
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,88,Goran Dragic,78,33.8,0.577,21.5,10.6,21.6,3.5,8.3,5.9,17.47,274.4,9.1
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,93,Brandon Knight,63,32.3,0.543,21.9,12.6,25.8,1.6,12,6.8,17.17,187.3,6.2
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,132,Markieff Morris,82,31.5,0.523,12.3,10.9,21.7,4.6,17,10.7,15.81,166,5.5
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,148,Gerald Green,74,19.5,0.532,8.9,10.1,26.1,2.5,11.7,7,15.47,107.3,3.6
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,165,Marcus Thornton,48,15,0.514,8.3,6.2,22.1,3.4,9.7,6.5,15.06,49.1,1.6
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,210,TJ Warren,40,15.4,0.551,9.1,9.8,16.4,7.3,7.9,7.6,14.04,32.4,1.1
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,219,Marcus Morris,81,25.2,0.52,13.1,7.2,17.8,3.9,16.9,10.3,13.73,68.1,2.3
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,223,Alex Len,69,22,0.542,6.3,14.7,12.4,10.2,22.7,16.4,13.54,66.6,2.2
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,225,Miles Plumlee,73,16.4,0.536,9.5,14.2,15,10.3,19.4,14.8,13.44,50.6,1.7
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,257,PJ Tucker,78,30.6,0.541,13.9,10.9,13,5.2,18,11.5,12.56,73.4,2.4
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,277,A.J. Price,26,12.5,0.451,22.2,6.7,20.5,0,0,0,12.07,5.2,0.2
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,314,Archie Goodwin,41,13,0.486,13.4,14.6,21.9,5.5,9.7,7.6,11.28,6.2,0.2
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,,Anthony Tolliver,76,18.8,0.569,11.1,9.6,14.1,3.8,14.5,9,11.1,-8.7,-0.3
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,,Zoran Dragic,16,4.7,0.435,11.8,11.8,19.5,8,4.7,6.3,8.21,-2.6,-0.1
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,436,Tyler Ennis,33,12.5,0.411,27.9,16,20.2,1.9,7.7,4.8,7.37,-22.3,-0.7
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,438,Shavlik Randolph,21,6,0.298,8.5,6.3,19.1,13.8,19.3,16.5,7.2,0,0
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,445,Reggie Bullock,36,9.4,0.466,8.9,8.9,9.7,0.3,16,8.3,6.21,-21.6,-0.7
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,456,Earl Barron,16,8.9,0.361,9.2,9.2,13.9,10.6,10.8,10.7,5.04,-13.8,-0.5
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,480,Jerel McNeal,6,6,0.379,10.6,26.5,19,0,9.2,4.6,1.24,-5,-0.2
2015,PHX,39,43,0.476,22-19,17-24,6-10,21-31,102.4,103.3,-0.9,491,Seth Curry,2,4,0,25,0,16.3,0,27.7,13.7,-11.45,0,0
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,16,Brook Lopez,72,29.2,0.558,4,8.2,23.7,11.5,17.1,14.3,22.76,381.2,12.7
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,75,Mason Plumlee,82,21.3,0.57,9.2,13.1,17.7,11.3,21.6,16.5,18.04,193.6,6.5
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,97,Jerome Adolphus Jordan,44,8.7,0.609,8.8,14.8,14.8,15.3,15.5,15.4,16.82,35.5,1.2
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,133,Thaddeus Young,76,32,0.507,12.9,8.7,20.2,5.8,13.5,9.6,15.74,190.2,6.3
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,135,Deron Williams,68,31.1,0.504,30.3,10.4,22.6,1.5,11,6.3,15.73,149.3,5
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,156,Kevin Garnett,47,20.3,0.496,17.2,10.3,14.8,5.7,31.1,18.4,15.27,53.6,1.8
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,188,Jarrett Jack,80,28,0.522,25.2,12.9,22.3,1,11.3,6.1,14.64,121.7,4.1
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,209,Joe Johnson,80,34.9,0.523,19.1,8.9,19.4,2.1,13.3,7.7,14.11,150.4,5
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,232,Cory Jefferson,50,10.6,0.48,7.1,8.8,16.5,10,20.6,15.3,13.26,13.9,0.5
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,294,Bojan Bogdanovic,78,23.8,0.562,8.8,10.1,15.8,3,9.8,6.4,11.64,31.6,1.1
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,327,Jorge Gutierrez,20,8.8,0.567,27.3,14.9,13.8,3.3,12.9,8.1,11.09,0.2,0
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,343,Mirza Teletovic,40,22.3,0.5,10.5,12.1,18.5,3.4,20.9,12.2,10.71,-10.5,-0.3
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,349,Alan Anderson,74,23.6,0.563,13.2,9.6,13.3,2,11.1,6.6,10.63,3.4,0.1
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,,Sergey Karasev,33,16.8,0.508,20.8,10.9,13.9,4.5,8.9,6.7,10.57,0.5,0
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,357,Brandon Davies,27,15.7,0.463,14.1,13.7,22.5,9.4,12.1,10.7,10.53,0,0
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,393,Markel Brown,47,16.6,0.459,13,9,14.3,2.3,13,7.7,9.17,-15.5,-0.5
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,442,Darius Morris,38,7.9,0.377,26.8,11.7,19.9,2.6,7.5,5.1,6.78,-18.8,-0.6
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,443,Earl Clark,10,9.3,0.425,7.4,14.7,16.9,1.2,26.5,13.9,6.76,-5.2,-0.2
2015,BKN,38,44,0.463,19-22,19-22,10-6,24-28,98,100.9,-2.9,474,Andrei Kirilenko,7,5.1,0.222,11.4,11.4,9.1,6.2,18.6,12.5,2.79,0,0
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,26,George Hill,43,29.5,0.579,24.8,7.8,23.6,2.2,13.3,7.8,21.52,199,6.6
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,45,Shayne Whittington,20,5.4,0.547,9.5,7.9,22.1,10.3,19.3,14.8,20.01,13.7,0.5
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,96,Luis Scola,81,20.5,0.515,11.2,10,21.2,9.3,25.6,17.5,16.84,132.2,4.4
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,121,David West,66,28.7,0.508,20.3,10.9,20.2,6.4,19.7,13.1,16.06,128.8,4.3
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,146,Rodney Stuckey,71,26.4,0.528,18.5,9.9,22.4,2.1,12.4,7.3,15.48,125.3,4.2
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,,Roy Hibbert,76,25.3,0.501,8.5,10.8,19.6,9,21.9,15.5,15.47,140,4.7
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,150,C.J. Watson,57,24.9,0.581,26,12.5,18.7,1.4,11.2,6.3,15.43,94,3.1
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,174,Lavoy Allen,63,17,0.493,16.9,9.2,14.5,12.8,20.5,16.7,14.91,54.4,1.8
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,,CJ Miles,70,26.3,0.525,7.2,7,21.8,1.1,11.7,6.4,14.18,101,3.4
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,236,Donald Sloan,53,20.9,0.503,29.5,10.1,18.8,1.2,13,7.1,13.16,35.7,1.2
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,245,Paul George,6,15.2,0.492,8.4,16.7,30.1,4.9,21.7,13.4,13.02,3.4,0.1
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,277,A.J. Price,26,12.5,0.451,22.2,6.7,20.5,0,0,0,12.07,5.2,0.2
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,340,Ian Mahinmi,61,18.8,0.516,9.5,16.9,11.5,10.2,24,17.2,10.84,4.2,0.1
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,370,Solomon Hill,82,29,0.507,18.1,11.3,15.2,3.3,11.2,7.3,10.2,-10.8,-0.4
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,421,Damjan Rudez,68,15.4,0.591,14.2,12.6,13,0.9,4.1,2.5,8.21,-35.7,-1.2
2015,IND,38,44,0.463,23-18,15-26,8-8,28-24,97.3,97,0.3,,Chris Copeland,50,16.6,0.468,11.6,13.4,19.8,3.1,11.7,7.4,7.44,-37.9,-1.3
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,20,Derrick Favors,74,30.8,0.558,8.6,9.3,22.3,10,20.7,15.4,21.86,352.4,11.7
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,23,Rudy Gobert,82,26.3,0.627,14.2,14.5,13.4,14.3,27.2,20.7,21.6,354.2,11.8
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,38,Jeremy Evans,38,7,0.636,14.6,5.6,12.5,11.4,19.4,15.4,20.58,40,1.3
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,41,Enes Kanter,75,28.5,0.564,4.5,11.8,22.2,14.7,20.5,17.6,20.36,310.9,10.4
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,42,Gordon Hayward,76,34.4,0.567,17.3,11.4,25.4,2.4,14,8.2,20.24,380.6,12.7
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,154,Trevor Booker,79,19.8,0.536,11.9,12.6,17.1,10.3,19,14.7,15.31,88.9,3
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,189,Bryce Cotton,15,10.6,0.52,14.4,11.5,24.5,2.2,10.8,6.5,14.6,8.5,0.3
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,242,Alec Burks,27,33.3,0.524,16.7,10.6,20.1,2.5,12.1,7.3,13.07,27.8,0.9
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,255,Trey Burke,76,30.1,0.455,21.6,8.2,23.6,1.6,8.7,5.2,12.64,56.1,1.9
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,264,Rodney Hood,50,21.3,0.529,15.5,8.4,18.8,1,11.7,6.4,12.39,30,1
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,,Jack Cooley,16,5.4,0.432,2.8,8.5,16.5,13.3,19.8,16.6,11.45,1.2,0
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,366,Chris Johnson,29,18.1,0.515,7.9,7.9,10.2,0,0,0,10.24,-2.1,-0.1
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,383,Joe Ingles,79,21.2,0.533,27.9,15,13.2,1.5,10.5,6,9.64,-21.5,-0.7
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,400,Ian Clark,30,6.4,0.483,15,11.3,19.4,2.4,7.2,4.8,8.85,-4.7,-0.2
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,402,Elliot Williams,13,9.2,0.477,21.9,7.3,14.7,0,7.7,3.8,8.75,0,0
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,406,Steve Novak,35,5.6,0.554,15.1,6.9,11,1.1,11.2,6.2,8.63,-5.5,-0.2
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,428,Elijah Millsap,47,19.7,0.45,14.5,16.7,16.3,3.5,15.2,9.4,7.9,-35.9,-1.2
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,451,Dante Exum,82,22.2,0.457,26.5,15.8,14,1.7,6.6,4.2,5.7,-130.3,-4.3
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,462,Jerrelle Benimon,2,1.5,0,0,100,13.8,38.7,76.6,57.8,4.66,0,0
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,479,Grant Jerrett,8,6.4,0.303,9.2,9.2,30.3,4.4,15.1,9.8,1.57,-7.6,-0.3
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,481,Toure' Murry,5,3.6,0.51,9.2,36.8,41.5,6.4,0,3.1,1.14,0,0
2015,UTAH,38,44,0.463,21-20,17-24,9-7,23-29,95.1,94.9,0.2,486,Patrick Christopher,4,7.3,0.25,0,7.7,18.6,8,15.9,12,-2.55,0,0
2015,MIA,37,45,0.451,20-21,17-24,6-10,25-27,94.7,97.3,-2.6,9,Hassan Whiteside,48,23.8,0.619,1.2,11.2,18.7,15.6,34.7,25.4,26.26,266.9,8.9
2015,MIA,37,45,0.451,20-21,17-24,6-10,25-27,94.7,97.3,-2.6,28,Dwyane Wade,62,31.8,0.534,17,11.9,32.6,3.6,9.6,6.7,21.44,321.8,10.7
2015,MIA,37,45,0.451,20-21,17-24,6-10,25-27,94.7,97.3,-2.6,51,Chris Bosh,44,35.4,0.548,9.2,9.2,25.9,3.6,20,12,19.87,215.2,7.2
2015,MIA,37,45,0.451,20-21,17-24,6-10,25-27,94.7,97.3,-2.6,88,Goran Dragic,78,33.8,0.577,21.5,10.6,21.6,3.5,8.3,5.9,17.47,274.4,9.1
2015,MIA,37,45,0.451,20-21,17-24,6-10,25-27,94.7,97.3,-2.6,119,Chris Andersen,60,18.9,0.622,12.6,11.8,11.4,8.2,23.2,15.9,16.12,78.1,2.6
2015,MIA,37,45,0.451,20-21,17-24,6-10,25-27,94.7,97.3,-2.6,142,Luol Deng,72,33.6,0.561,12.1,9.4,17.9,5.2,13.3,9.3,15.55,182.6,6.1
2015,MIA,37,45,0.451,20-21,17-24,6-10,25-27,94.7,97.3,-2.6,,Justin Hamilton,41,17.4,0.551,13.8,10,11.4,9.2,12.7,11,14.67,43.2,1.4
2015,MIA,37,45,0.451,20-21,17-24,6-10,25-27,94.7,97.3,-2.6,278,Tyler Johnson,32,18.8,0.506,16.2,11.6,15.9,2.9,13.1,8.1,12.06,14.1,0.5
2015,MIA,37,45,0.451,20-21,17-24,6-10,25-27,94.7,97.3,-2.6,289,Mario Chalmers,80,29.6,0.521,24.4,13.7,18.4,1.2,9,5.2,11.76,26.9,0.9
2015,MIA,37,45,0.451,20-21,17-24,6-10,25-27,94.7,97.3,-2.6,299,James Ennis III,62,17,0.541,12.8,10.4,13.5,6,14,10.1,11.53,16.1,0.5
